m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,ar,accuracy,cs,drain
0,1971493,0,213.95,4643,Kalibe's Extra,941509,215,5.52649,24165,64503,432165,9,8,4,6
0,1652732,0,209.1,5155,Vitality,787421,304,5.06268,24705,70771,425919,9.2,8.6,4,5.5
72,3602591,0,204.03,4702,Insane,1760177,33,3.95169,35026,36814,459862,8.2,7.6,3.8,4.8
0,2934245,0,198.91,6253,SPKZ'S EXHAUST,1420652,117,5.91679,7618,41778,455112,9,8.5,3.5,4.5
0,1625916,0,199.2,6253,kanor's Extra,669776,123,5.53362,16857,70369,426336,9.3,8,4,6
16,716955,0,209.14,5155,Lunar's Lunatic,236396,104,5.38303,156212,96931,399792,9.2,8,4,6.5
16,754990,0,202.72,4702,Insane,339335,163,5.41459,260114,95176,401613,9.1,8.2,4,6
0,2825148,0,212.35,4643,Chill,1365850,162,5.742,12971,41607,455064,8.5,8.5,6.1,5
8,776594,0,233.3,4351,Guy's INFINITE,302447,109,5.80592,227675,94335,402376,9.3,8,3.8,6
8,1458573,0,234.75,3666,vellya's Expert,519521,94,5.46359,14751,76109,420563,9,8,4,6
8,2317700,0,231.03,4351,Akiwari's Insane,1109062,271,5.24402,103158,56542,440056,9,8,3.8,6
8,4005646,0,229.88,4351,Expert,1937758,90,5.30521,2919,28756,467943,9.2,8.8,4,5.5
0,4757932,0,190.4,5622,Sagon's Extra,2232597,215,5.80813,453,1307,495368,9.2,9,4,6
0,5290281,0,192.01,5622,karma,2429407,55,5.64902,1568,6526,490464,9.4,8.2,4.2,5
0,3577164,0,189.93,5622,Ori's Expert,1738864,81,5.80143,14576,35624,461121,9.2,8.2,4.2,5.5
0,5158445,0,203.02,4702,Tachi's Extra,2365992,223,5.3612,2209,4402,492386,9.3,8.6,3.4,4.5
24,4215762,0,192.03,5622,sayuka's lovely expert,2023926,102,5.43645,6722,17085,479586,9.2,9,3.8,5
0,4790572,0,203.13,4702,Expert,2060984,276,5.88223,2375,16140,480589,9.2,8.5,4,5
0,3104748,0,201.99,4702,Life,1516617,195,5.19577,15508,43559,453189,9.2,8,4,5
0,964130,0,213.14,4643,N/A's Extra,438839,108,5.56112,33894,71790,424881,9.4,8.7,5,6.5
0,1485831,0,206.22,5155,Atalanta's Extra,693750,228,5.72564,9936,73330,423356,9,8.4,4,4
8,4907015,0,209.05,5155,Feelings,2297262,74,5.67147,41004,13077,483637,9.4,8.8,4,5.2
66,1703996,0,198.97,6253,6MIX,812370,125,4.97617,131598,67538,429095,9,8,4,7
64,239816,0,202.19,4702,Insane,87871,82,4.2947,135088,107493,379529,8,7,4,7
0,511382,0,201.26,4702,EXTRA MAGIC,218098,88,5.48294,50455,103470,393200,9.2,8.2,4,6.4
24,1267082,0,206.41,5155,Expert,599556,75,5.24674,140013,78357,418371,9.2,8.2,4.2,7.2
8,1828343,0,209.59,4643,Nevo's Extra,874835,86,5.27454,198927,68199,428472,9.2,9,3,5
64,661124,0,194.5,6253,Frey's Light Insane,290339,114,4.37249,344813,92186,404499,9,7,4,6
64,5081054,0,194,5622,Amats' Insane,2356674,73,4.69567,7953,11155,485547,9,8,3.6,5
88,26017,0,211.93,4643,Normal,5182,116,4.11779,7760,107495,348734,4,4,4,6
24,295368,0,209.91,4643,Maximum,113251,113,4.91222,26159,107493,386971,8,8,4,7
8,4091093,0,207.74,5155,AuroraE's Another,1971689,77,5.19544,2388,23763,473100,9.5,9,4,5
64,5169209,0,202.1,4702,buddon's insane,2377334,32,4.48879,5913,7980,488570,8.6,8,3.8,4.5
0,1872132,0,194.96,6253,Extreme,639494,58,6.46259,1918,11749,484966,9.4,8.5,4,6
64,2532013,0,211.9,4643,Hard,1158767,114,3.99023,43203,51500,445128,8,6,4,5
0,1117869,0,213.02,4643,Pure Illusion,526839,86,5.43472,34193,81554,415184,9.3,9,4,7
1048,1535348,0,198.65,6253,Insane,727251,86,3.9058,15003,74621,422145,8,8,5,8
24,93964,0,199.44,6253,Yeah Yeah Yeah!,28147,138,4.44224,55287,107493,362197,8,7,4,7
24,1787870,0,192.43,5622,mtmcl's Intensely Boiled,855691,66,4.97359,13032,67356,429206,8,8,5,6
64,106044,0,195.33,6253,happy no CLOVER,28819,81,4.26048,16738,107494,363668,8,8,4,7
0,3563247,0,209.28,5155,Dream!,1742983,86,5.60917,11250,36266,460451,9.2,9,4,6
0,3173127,0,199.67,4702,White Knight Syndrome,1553037,246,5.49978,2198,36496,460207,9.2,8.2,4,7
72,109974,0,167.94,7000,hackSL's Insane,33119,171,4.49476,72409,107493,370062,8,8,4,7
72,1548481,0,210.58,4643,Wolf's Light Insane,718092,232,3.63659,11700,69660,427145,7.5,6.5,4,6
0,3002756,0,200.45,4702,Overdose,1461554,149,6.30528,23619,37454,459227,9.5,8.5,4,6
8,1941088,0,197.3,6253,New Dungeon,929415,85,5.48902,130293,65404,431267,9.2,8.7,3.3,6
8,4919794,0,202.82,4702,Extra,2301978,165,5.50394,2895,9600,487075,9.2,8.5,4,7
64,748977,0,210.68,4643,Insane,336686,118,3.77271,21233,94302,402430,8,7,4,6
0,4076499,0,195.68,6253,Transparent days,1812939,87,5.64332,4346,18961,478378,9.2,9,3.8,5.5
0,1594074,0,199.87,4702,Expert,757784,152,5.24483,12915,72262,424424,9.2,8.3,4,7
8,1521107,0,190.49,5622,Crescendo,719315,111,4.94217,7119,73942,422762,9,8,5,6
72,745087,0,201.37,4702,Insane,334239,88,3.88495,53719,92191,404492,8.5,7,4,7
72,1109795,0,195.73,6253,Yohanes' Kyou-Insane,438531,84,3.76242,41023,85910,412214,8,7,4.2,6
0,4807409,0,155.36,5745,Expert,2258799,88,5.28839,3422,16456,480219,9.2,8.5,4,6
0,1808895,0,194.23,5622,Nowa's Extra,830444,174,5.91506,22383,67539,429139,9.3,8.3,4,5.5
0,4011790,0,198.53,6253,Erase the Walls that Block Our Path,1940294,88,5.77765,2974,26033,470838,9.3,9,4.3,6
8,4334582,0,199.65,4702,Everlasting Memories,2071480,267,4.98144,2566,24708,472113,9,8,3.8,5
8,1046444,0,195.87,6253,Tt's Extra,455011,256,6.01737,19383,84012,412665,9.3,8.3,4,6
16,1019417,0,198.51,6253,Extra,477251,98,5.51347,154518,88393,408278,9.3,8,4,6
16,1797542,0,202.23,4702,A r M i N's Extra,859783,28,5.17939,592218,63610,433010,9.2,9,3.5,5.8
0,5605117,0,201,4702,Mimari's Extra,2534202,119,5.62528,13021,2950,493735,9.5,8.8,3.7,5
0,864246,0,199.55,4702,Misure's Insane,390619,171,5.31325,62178,90002,406673,9.4,7.5,4,5
16,5405345,0,217.71,4301,Kumocha's Insane,2464479,72,4.60022,59744,6318,490372,9,8.2,3.2,4.5
8,2883759,0,195.77,6253,Insane,1397392,237,5.38853,41336,46250,450458,9,8.1,3.8,5.5
0,4579472,0,205.04,5155,Gaia's Extra,2169996,68,5.44035,2654,14132,482539,9,8.5,4,6
64,2115982,0,207.78,5155,Insane,1010876,89,3.96143,11961,61186,435425,8.6,7.5,4,7
64,717344,0,204.59,5155,Insane,322689,87,4.00975,50804,92065,404608,8.7,7,4,6
64,1010448,0,206.24,5155,Hard,472440,92,3.8792,49379,88124,408563,8.3,7,3.8,5
24,1939186,0,199.85,4702,Hooni's Extra,926563,99,5.16124,67896,64545,432126,9.2,8.5,3.7,5
8,1694865,0,194.07,5622,Garden's Insane,805555,98,5.42568,18090,62316,434536,9,8,4,6
72,3970782,0,207.3,5155,[H]617264,1923494,229,3.74318,2893,30174,466510,8,6.5,4,4
72,2971032,0,207.4,5155,frozz's Hard,1443294,157,3.79402,73146,43177,453495,8,6.4,3.5,4.2
72,2259692,0,203.25,4702,KKip's Hyper,1064743,204,4.17381,42460,50072,446650,8.3,6,3.5,4.3
72,3919983,0,204.15,4702,pnky's Hard,1890758,146,3.66128,12739,31060,465610,8,6.5,3.8,4
72,2142522,0,190.54,5622,CChu's Hyper,1020429,88,4.57705,11484,59344,437328,8,7,3.5,5
72,2286983,0,196.98,6253,Hard,1093430,221,3.98828,19224,57578,439392,8,6.8,3.8,4.6
72,4040780,0,199.82,4702,Hard,1940007,215,3.61535,16211,30219,466488,8,6,3.7,4
72,1120409,0,199.42,6253,Shira's Light Insane,499482,87,4.02773,124749,74368,422320,8.5,7,4,6
72,885136,0,191.39,5622,Insane,293563,87,4.48144,146795,91075,405631,9,7,4,6
72,741400,0,191.75,5622,Insane,333947,98,4.36071,100144,96647,400041,8.7,7,4,5.5
0,2460961,0,201.3,4702,A Midsummer Night's Dream,1180189,307,5.61888,7011,53837,443073,9.3,8.5,4.1,6.5
0,3628961,0,191.57,5622,Mayu's Expert,1771982,89,5.59396,18896,36787,459839,9.2,8.7,4,6
0,2489209,0,201.02,4702,Cubtori's Extra,1157572,166,5.91733,18303,48860,447979,9.4,8,4.2,5
0,514874,0,198.41,6253,iNsAnE,219951,88,5.49836,28017,103988,392682,9,8,4,7
72,743399,0,207.93,5155,Hard,34030,253,3.59843,11133,70213,426500,7,6,4,7
8,1489404,0,205.17,5155,Satellite,704050,212,5.14418,25002,73774,422961,9,8,4.3,6
8,758070,0,207.88,5155,Expert,343020,86,5.20562,83096,94816,401981,9.3,8.1,4.3,7
72,322053,0,204.86,5155,Insane,126785,88,3.76943,33243,100132,396539,8,7,4,7
0,4897589,0,199.76,4702,Expert,2293586,115,5.76326,4899,9663,487284,9.5,8,4,6
8,1969122,0,206.28,5155,A r M i N's Extra,931452,128,5.42614,373851,64417,432211,9.2,9,3.8,5.2
8,431512,0,200.9,4702,Jemmy's Insane,176832,193,5.47545,169239,103186,393484,9,7.5,4,5.5
8,441680,0,203.1,4702,Soulmate,184512,254,4.95268,39099,105683,390988,9,8,4,7
8,932400,0,195.59,6253,thzz's Insane,390668,231,5.33903,56120,90839,405946,9,8,4,6.6
0,2615049,0,204,4702,Rain,1257977,86,5.24884,31078,51888,444796,9.2,9,3.8,6
0,1990996,0,196.66,6253,Seto's Extra,952132,60,5.9105,1340,44337,452380,9.2,8.2,4,6
0,3769336,0,193.02,5622,Another,1765192,111,5.73901,10520,34704,462042,9,8.8,4,5
0,1845335,0,183.85,6659,Kalibe's Expert,875117,177,5.89902,25776,64914,431757,9.2,7,4,6
0,1510004,0,186.79,6011,Tochi's Extreme,621438,134,6.14557,30429,72936,423637,9.4,8.8,4,6
16,2096053,0,198.75,6253,Expert,1001305,41,5.25021,144252,61457,435091,9.2,8.8,4.2,6
8,4556379,0,203.74,4702,Nilou & Amats' Insane,2062484,213,5.07616,12169,18569,478107,9,8,3.8,5
64,1762426,0,193.77,5622,Light Insane,842236,88,3.95988,125793,68775,427931,8.7,8,4,6
0,5181043,0,201.53,4702,Vow,2392955,95,5.61991,4013,4478,492200,9,8.5,4,6
72,4923801,0,197.28,6253,Insane,2303560,74,4.25438,3340,10856,485822,8.5,7.3,3.8,5
64,1551175,0,193.52,5622,Hobbes2's Insane,686777,131,4.44673,63900,73256,423449,8.3,7,3.4,5
72,5481113,0,201.18,4702,Mirai's Insane,2494113,32,4.2126,2564,1277,495468,9,8,4,5
0,4665662,0,201.4,4702,being true to yourself,2204191,116,5.50663,2955,16055,480707,9,8.4,4,6
8,539909,0,193.34,5622,EXTREME,206750,94,5.7274,250985,102648,394022,9.3,8,4,5.5
0,1842524,0,201.68,4702,Kisses' Insane,875578,93,5.63874,13455,67987,428702,9.2,8,4,5
0,3924031,0,202.24,4702,Without You,1722335,147,5.46654,9842,31704,464972,9.2,9,4,5
0,3925672,0,203,4702,Aquatope,1904026,84,5.63251,4792,31425,465245,9.3,8,4,7
0,1008232,0,210.46,4643,NiNo's Extra,457621,132,5.71299,31716,71494,425189,9.2,8.5,4,6
0,1123160,0,183.17,6659,Nathan's Extra,529724,198,5.55429,56538,84699,411982,9.3,8.5,4,6
8,1129148,0,200.6,4702,HB's Extra,532165,93,5.36593,28121,84807,411869,9.2,8.2,4.2,6
64,1713410,0,187.96,6011,Light Insane,816544,82,4.22824,164016,65931,430767,9,7,3.8,5.5
0,3129065,0,199.97,4702,Airiesu's Extra,1528682,252,5.23934,8792,43467,453204,9.2,8,4,5.5
0,2538080,0,196.82,6253,Kowari's Extra,1087831,248,5.47985,7133,42503,454168,9.2,8.5,4,6
0,2456648,0,198.29,6253,588th Night Bomber Regiment,1177947,151,6.13492,23014,34484,462187,9.3,8.4,3.7,4.8
8,2280179,0,204.58,5155,Trynna's Insane,886193,89,5.15308,45171,56414,440268,9,8.3,3.9,6
0,1979226,0,152.87,7627,Collab Expert,936698,141,5.68493,158787,63673,433018,9.3,8.7,4,6
64,3888922,0,201.91,4702,All I Want Is Yumerios' Insane,1886586,97,4.22587,16975,32374,464315,8.7,8,3.6,4.5
64,4212435,0,197.02,6253,ganyu lover's Insane,2015117,87,4.27349,9444,25291,471408,8.7,7.5,3.8,5
0,5691581,0,153.45,7627,bolo's Expert,2379281,205,5.62969,1726,1281,495674,9.2,8.5,3.6,6
72,2101855,0,197.19,6253,Asuka_-'s Insane,1002089,83,3.88137,22296,38883,457839,8.4,7,3.8,5.2
8,4911921,0,198,6253,Nilou's Expert,2298744,104,5.64626,1445,5937,490736,9.3,9,3.8,6
0,1575101,0,191.43,5622,Satellite,747507,182,5.41017,17037,63129,433426,9.2,8.4,4,6.2
0,1971488,0,190.4,5622,Extra,417408,113,5.46964,60003,63188,433510,9.2,8.3,4,5.4
0,5137734,0,199.14,6253,Lynn Vision,2377956,280,5.6292,1637,10440,486235,9.3,8.5,4,5.5
72,522799,0,198.78,6253,Hard,223711,89,3.68466,8928,13851,482924,8,6,4,4
72,3464150,0,194.52,6253,Muz's Pleasant Field,1682452,162,3.75724,11800,31642,465212,8,7,4,5.2
0,1649678,0,202.09,4702,Mirash's INSANE,785774,191,5.39323,14409,71488,425183,9,8,4,6
72,111468,0,188.33,6011,Eternal Wandering,29183,91,4.00741,41105,107494,364487,8,6,4,6
72,133654,0,189.16,6011,Insane,42494,128,3.70258,74973,107494,370431,8,7,4,7
72,169760,0,191.23,5622,Hard,56071,115,3.46869,451880,107493,374733,8,7,4,7
16,5457151,0,188.31,6011,andrea's expert,2448427,33,5.63885,26207,5389,491281,9,9,3.5,6
0,816383,0,189.5,5622,Broccoly's Extra,364883,84,6.57075,759,9829,486842,9.5,9,4,8
64,1477381,0,201.41,4702,M a r v o l l o's Light Insane,694970,82,4.20508,24984,76441,420621,8.6,7,4,5
0,2028807,0,193.12,5622,Whimsical World,969741,86,5.76537,25353,61307,435390,9.3,8.7,3.7,5
16,2726491,0,188.9,6011,Expert,1315700,96,5.21036,117286,49430,447305,9.2,9,3.8,5.4
8,1542973,0,194.78,6253,Expert,731108,247,5.24824,36468,64568,432102,9.2,8,4.3,6
8,4464841,0,193.87,5622,lapp's Extra,2100644,96,4.9791,5851,22572,474119,9.2,9,3.8,5.6
8,714591,0,192.41,5622,Genuine,321203,240,5.02789,55520,79425,417260,9,8,4,6
72,680543,0,188.01,6011,Insane,289713,45,4.20075,17642,95026,401748,8,7,4,6
64,275387,0,204.37,4702,Insane,104654,99,3.60047,14141,107493,382009,8,7,4,7
72,685733,0,187.71,6011,Insane,298913,118,4.08072,56698,97505,399208,8.7,8,4,5.5
72,1194237,0,204.09,4702,Gaia's Hard,524966,151,3.87932,165339,82843,413827,8,6,4,5
8,1191921,0,199.31,6253,Insane,560389,173,5.31308,63546,81191,415544,9.2,7.5,3.8,5.5
8,1413439,0,196.56,6253,Akitoshi's Suffering,619824,186,5.45418,16389,66773,429825,9.3,8.3,4.1,6
0,4394861,0,195.9,6253,"Quietly, the princess admires him from afar...",1931882,241,5.71086,1857,14302,482258,9.2,8.7,4.2,6
0,3407644,0,197.32,6253,gazimal's Extra,1664204,222,5.93137,2699,35299,461228,9.4,9,4,5
0,2357806,0,197.56,6253,Akitoshi's Expert,944514,207,5.79298,164381,46732,450091,9.3,8.5,3.8,5
24,2764171,0,199.61,4702,Insane,1333517,92,4.4892,79358,46244,450522,9,8,3.8,5
24,941476,0,198.94,6253,HB's Insane,435284,98,4.49486,337326,90117,406569,9,7,4,6
24,3942194,0,195.86,6253,KPMY x Mahiru's Insane Band,1905695,83,4.60504,84443,30188,466510,9,8,3.8,5
24,3684386,0,189.89,5622,Insane,1712992,153,5.03181,112393,31674,465041,9,8,3.5,4.5
24,908059,0,191.9,5622,Tarrasky's Light Insane,326920,129,4.4075,532715,84566,412160,8.5,6.5,4,7
72,2411083,0,192.51,5622,MK'S FUNNY INSANE,1128448,146,3.83934,29682,54226,442493,8,7.5,4,4.5
64,1547911,0,201.66,4702,Bankai,733435,86,3.93774,11385,73519,423224,8,7,4.5,7
16,2315560,0,186.7,6011,Extra,1107950,230,5.70424,125964,55267,441260,9.2,8.5,4,5.5
72,1506972,0,199.53,4702,Collab Insane,713004,98,3.78035,39717,73896,422880,8,7,4,5.4
72,2504080,0,210.73,4643,xChorse's Hard,750147,214,3.61489,40850,44112,452570,8,6,3.5,3
72,2113825,0,207.61,5155,hhjkl's hard,913720,206,3.50701,115938,60361,436428,8,7,4,5
72,3928938,0,203.69,4702,Kuroise & Sunshine's HARD!,1905384,213,3.49045,28458,31196,465483,8,6.5,3.3,4
8,3426304,0,203.12,4702,Hyper,1620087,134,5.0093,12896,40243,456556,9,8,4,5
72,2198954,0,197.49,6253,airin's hard,1023081,202,3.64626,92061,54917,441741,8,6,3.8,4
72,479198,0,199.43,6253,Insane,202595,104,3.85679,35170,102719,393951,8,7,4,6.5
72,5474580,0,209.41,5155,ASAHINA OLESHEV'S HARD,2490460,183,3.74056,12155,2847,493958,8,6,3.6,4.5
72,3526717,0,210.23,4643,Enon's Hard,1717491,222,3.52506,19419,36353,460211,8,5,4,4
8,1183569,0,189.67,5622,SLAYED'S EXTREME,514181,82,5.79029,90410,80784,416024,9.3,8.8,3.8,6.9
64,735164,0,199.8,4702,Roseus,331946,84,3.92487,66637,97152,399529,8,7,4,7
0,2146132,0,201.64,4702,Vulture,1026205,120,5.81256,19566,57388,439292,9,8,5,7
88,1827412,0,177.03,6011,Shunao's Hard,873811,59,3.59287,1905399,67007,429654,8,6,3.7,5
16,2801091,0,203.17,4702,PikA's Extra,1350684,89,5.47347,98771,46604,450144,9.2,9,3.5,5.6
72,155369,0,200.22,4702,Saya,49804,100,3.86079,79097,107493,373594,8,7,4,6
0,4521074,0,193.15,5622,ELITE,2146215,208,6.22806,6619,20872,475805,9.4,8.8,3.8,6
72,5069494,0,196.79,6253,Amats & Take's Hard,2353531,205,3.39053,4208,11306,485467,8,6.5,3.6,4
0,3738246,0,193.56,5622,Extra,1821835,89,5.452,7033,32680,464044,9.2,8.8,4.2,5.5
0,4662015,0,190.78,5622,Daycore's Extra,2195963,93,5.63738,28723,17595,479083,9.2,8.5,3.8,5
72,2071505,0,205.39,5155,Mathew's Hyper,908811,125,3.76486,27172,45691,450980,8.2,7,4.5,5
8,1206252,0,201.41,4702,Ah Phas Lifill,568961,125,5.40707,1809,21002,475686,9.3,8.2,4.2,7
0,3195143,0,191.06,5622,Fate,1564631,85,5.8386,13080,40560,456363,9.3,9.2,4,5.5
0,2406465,0,199.77,4702,StarrStyx's Extra,1152970,79,5.66854,20394,55171,441505,9.2,8.7,4,6
8,4178371,0,195.89,6253,Lost's Insane,1861657,266,5.12502,2757,14411,482268,9,8,4,5
8,2293249,0,198.05,6253,Namki's Insane,1097489,158,4.87617,9523,50832,445910,9,7.7,4.3,5
0,1164100,0,196.62,6253,Extra,549745,111,5.94299,35253,74871,422006,9.3,8,4,6
0,4410188,0,190.36,5622,The Sickness of Youth,2102184,313,6.19137,1396,23495,473181,9.2,8,4.2,5
0,2748904,0,194.29,5622,theCrisdans' Expert,1323207,216,5.63194,14008,45093,451603,9.2,8.2,4.2,6
0,2675332,0,193.31,5622,Slips' Extra,1024635,177,5.61289,18538,48281,448463,9.2,8,4,6
8,120066,0,199.84,4702,Lunatic,37305,189,5.30139,58038,107493,367617,9,8,4,6
8,1063907,0,177.9,6011,VINXIS' Extra,496176,68,5.81625,71290,85830,410905,9.2,8.5,4,6
0,2103268,0,193.08,5622,KKip's Another,822937,220,5.45195,22428,62105,434596,9.1,7.4,4.4,4.9
0,2717039,0,190.22,5622,Orbit,1310761,189,5.24732,53443,46531,450158,9,8,4,5.5
0,2165639,0,188.4,6011,Akitoshi's Expert,1035849,88,5.4055,21132,58772,437809,9.3,8.6,3.8,6
0,1088204,0,189.13,6011,SHSL:Hope,511989,88,5.38079,25112,82273,414397,9.3,8,4.5,6.5
64,5523398,0,198.9,6253,reform's insane,2488043,74,3.74535,3395,2857,493846,8.3,7.3,3.8,4.5
0,2729161,0,185.81,6011,Expert!,1317146,179,6.01604,2328,48019,448693,9.3,8.5,4.5,5.5
0,1978495,0,192.59,5622,Lami's Extra,942866,89,5.37548,53523,63736,433010,9,9,3.8,5.2
0,3667409,0,192.07,5622,Heatwave,1789854,71,5.49703,25915,36432,460293,9.2,8.5,4,5
0,4153296,0,189.32,6011,Drifted Solitude,1998171,217,5.36351,3527,15392,481284,9,9,4,6
16,4692766,0,204.57,5155,Kanui's Insane,2214499,148,4.58201,7364,15258,481420,9,8,3.6,5
64,543921,0,188.92,6011,Light Insane,173422,121,3.96251,229529,97975,398697,8.5,6,4,6
8,2217552,0,193.19,5622,Expert,886193,89,5.65025,15705,56414,440268,9.2,9,3.7,5
0,3020769,0,192.95,5622,Banditry Technology,1471439,245,5.21088,1454,11693,485014,9,8.2,3.8,5.2
24,532664,0,194.09,5622,litoluna's Insane,228678,97,5.18821,129923,97932,398738,9,7.5,4,6
8,1666250,0,189.29,6011,Heroine,793436,83,5.63555,5067,60687,436487,9.5,8.6,4,8
0,1682475,0,189.69,5622,Sotarks' Okyakusama,801537,86,5.62483,85950,67354,429345,9,8.7,3.8,5.5
0,1231936,0,196.84,6253,Extra,565136,87,5.32136,80739,72144,424527,9.5,9,3,6
0,1166899,0,192.38,5622,Extra,550588,122,6.02417,13828,79636,417035,9.4,8.5,4,6
72,530235,0,194.33,5622,Toki,226092,86,3.82539,48807,103302,393369,8,7,4,6
72,749364,0,193.2,5622,FreeSongs' Hard,329949,130,3.74398,30733,95386,401389,8,6,4,5
64,889668,0,199.02,6253,collab hard?,409898,219,3.63992,242170,91266,405405,8,6.5,4,6
64,3537095,0,197.83,6253,hard,1704968,215,3.77442,8319,33817,462854,8,6,3.5,4
64,3027676,0,198.09,6253,SkyFlame's Hard,1474832,209,3.51718,1173,30258,466337,8,7,3.8,5
64,2383337,0,195.84,6253,Akiwari's Hard,1117851,225,3.81874,48465,55677,441009,8,6,3.5,5
64,2315561,0,195.87,6253,Hard,1107950,230,3.70944,83637,55267,441260,8,6.5,3.5,4
0,3759286,0,196.14,6253,Kowari & banter's Insane,1816708,251,5.14492,24972,34531,462140,9,8,4,6
0,2409721,0,196.15,6253,A Vinganca do Sotarks,958558,49,5.4293,23481,55435,441236,9.2,8.7,4.2,5.2
0,4164843,0,191.58,5622,RoniX's ExtrA,2002731,92,5.6966,4287,23540,473131,9.2,8.5,4,5.5
0,4165391,0,191.85,5622,Extra!!!,2003020,227,5.57496,2944,14522,482305,9.3,8.8,3.8,5.5
0,4174872,0,192.62,5622,Precious~ >w<,2007127,198,5.03582,3668,27336,469367,9,7.7,4,5.5
64,4001535,0,194.46,5622,Supatoshi's Hard,1912647,209,3.95364,5573,26145,470547,8,6,3.5,4.9
64,4105347,0,193.16,5622,Andrea & SupaV's Hard,1977604,229,3.67685,1106,29182,467516,8,6,3.8,4
0,874974,0,198.97,6253,eINess' Expert,401869,88,5.44952,59059,92638,404057,9,8.5,4.2,7
24,371325,0,184.37,6659,Insane,150491,230,5.5016,55243,107493,389176,9,8,4,7
8,5313801,0,198.08,6253,Smoke's Extra,2436628,67,5.83376,27833,7442,489238,9.2,9,3.4,5
8,1759323,0,190.16,5622,Dailycare's Insane,791944,120,5.55801,20556,59182,437501,9,7.8,4,5
0,4602996,0,195.77,6253,spongie's Extra,2179379,89,5.76198,3646,17124,479550,9.2,8.6,3.6,5
0,1174519,0,190.86,5622,Extra,554847,89,5.43448,68802,84222,412473,9.2,9,4,6
72,41763,0,191.91,5622,Gabi Sensei,10824,96,3.92994,42116,107494,361613,8,8,4,7
8,2463210,0,193.77,5622,pe...peko...,1181343,189,5.18918,118216,51010,445720,9,8,4.5,6
64,5333013,0,176.68,6011,Phoenix,218851,230,4.40211,3079,3021,493690,8.5,8,4,6
0,3159457,0,195.28,6253,[BEYOND REPENTANCE],1545780,151,5.56209,44801,43454,453286,9.2,8.5,3.8,5
0,2659756,0,191.98,5622,Doormat's Extra,1280426,87,5.40939,13484,51092,445623,9.2,8.5,4,6
0,2807872,0,190.04,5622,Extra,1356098,87,5.69383,22760,48448,448313,9.1,8.5,4,5
0,1551961,0,194.74,6253,Kawa's Expert,721804,203,5.7318,201303,73591,423108,9.2,8,4.3,5
8,2241147,0,189.55,5622,Butterflies,1060207,92,5.51227,112484,41924,454709,9.3,8.5,3.8,5.7
8,1194953,0,195.05,6253,Happy Wedding,565367,99,5.07893,49223,82609,414072,9,8.5,4,6.2
0,4915609,0,193.97,5622,KeyWee's Extra,2297809,87,6.16214,8345,14112,482562,9.4,9,3.8,5
24,275266,0,188.97,6011,Insane,103862,91,4.8684,68997,50794,382435,9,8,4,7
0,873391,0,190.57,5622,Insane,401523,188,5.17902,15800,88107,408582,9,7.5,4,6.5
64,2066248,0,204.46,4702,ren's light insane,955816,43,3.84771,91206,62991,433694,8,7,3.8,6
64,1650440,0,202.95,4702,Hard,785235,90,3.64445,28701,69831,426951,8,6.7,4,5.5
0,915666,0,188.13,6011,Extra,422096,88,5.8454,2548,6279,490433,9.4,8.8,4,6
0,1869428,0,190.36,5622,Narcissu's Insane,894026,283,5.44726,28503,66787,429739,9.2,8,4,6
8,1116570,0,195.13,6253,Insane,526180,86,4.96439,60528,85237,411461,9,8,4,7
64,4169150,0,190.06,5622,Nitroz's Insane,2004646,53,3.99091,16172,28072,468615,8,7,4,5
64,3515777,0,186.62,6011,Insane,1351339,70,4.35904,15766,38781,457890,8,8,4,9
0,4607957,0,187.45,6011,Expert,2180572,109,5.28496,9362,18787,477901,9.2,8.5,4.2,6
64,2548103,0,185.67,6011,Hard,1102914,200,3.96971,8765,49943,446729,8,6,3.6,4
64,2694573,0,187.76,6011,H-Scene's Hard,1297701,121,3.86566,8350,49736,446966,8,6,3.6,4.6
16,2067141,0,178.25,6011,Extra,968656,154,5.7734,158000,47347,449186,9.2,8.8,4,5
8,3503721,0,184.68,6011,Eggplant,1714748,200,5.4326,6497,37004,459598,9.3,8.4,4,7
0,2248125,0,188.14,6011,Insane,1072923,283,5.24427,12879,58653,438315,9,8,4,5
8,235879,0,186.38,6011,Insane,86009,190,5.35135,415221,84196,412476,9.3,8,4,7
0,301690,0,187.62,6011,Extra,117036,215,5.49742,34851,106822,389884,9,8,4,7
0,311660,0,184.63,6011,Insane,121662,87,5.52118,72520,107493,384322,9,7,4,7
72,223185,0,187.39,6011,Insane,80125,96,3.72122,29201,107493,380430,8,7,4,7
0,4357758,0,191.96,5622,Expert,2080781,173,5.88805,7591,17158,479569,9.1,9,4,4.5
72,77387,0,192.74,5622,Hard,22431,178,3.21364,47192,107493,359789,7,7,5,7
64,77929,0,189.92,5622,Hard,22428,86,3.67279,31936,107494,358502,7,7,4,5
72,4854218,0,177.66,6011,Fuxi's Insane!,2275113,86,4.4963,5243,12278,484393,9,8,3.6,4.2
72,363724,0,190.06,5622,D.N.Angel's Insane,142433,240,3.86432,14839,107493,388104,7,7,4,6
8,676193,0,158.83,5745,First Love,301561,213,5.02568,210244,94647,402065,9,8.2,4.1,6.5
8,298176,0,194.81,6253,Insane,115358,131,5.36074,255588,107493,383408,9,7,4,6
