art,t,bpm,s
Harada Hitomi,Anicca,175,121744
Mimori Suzuko,Egao no Kimi e (TV Size),175,829671
Kugimiya Rie,True Story (TV Size),155,47631
petit milady,Seishun wa Tabemono desu,185,663138
Asaka,I believe what you said (TV Size),138,1276862
[Kyoro],Mochio-,268,1473006
Tsuji Ayano,Kaze ni Naru,134.93,170836
BOWL,Teardrop,172,831032
Yuizuki Sora,"Koi, Hitokuchi.",190,1264982
O2i3,Heart Function,185,1133480
eveless & qinche,Deepsea Girl,137,41419
Icon For Hire,Make A Move,166,506483
Savant,Melody Circus,137,104746
iojjj,Akui to Ai no Sukima no Puzzle,200,147430
Nanamori-chu * Goraku-bu,100%Chu~Gakusei (TV Size),210,51932
Mizuki Nana,Don't be long,154,23174
Chata,Wan,160,143723
Harada Hitomi,Magenta Another Sky (TV Size),180,56529
IOSYS,Marisa wa Taihen na Mono wo Nusunde Ikimashita,170,1130291
Momoiro Clover Z,Santa-san,190,128848
Aimer,Zankyo Sanka (TV Size),171,1665513
Momoiro Clover Z,Wee-Tee-Wee-Tee,185,72531
High Contrast,The Agony & the Ecstasy (feat. Selah Corbin),173,192342
nao,Toaru Shoukoku no Ohimesama ga...,218,1814394
RADWIMPS,Grand Escape (Movie edit) feat. Miura Touko,146,1005555
Hoshino Gen,Koi,158,751787
M.Iz,Kakenukeru Anime Song Medley IV,192,297110
Zips,Heisei Cataclysm,220,72217
Gavin G,Desire,170,242549
Ayane,Itsumo Kono Basho de,90,549739
Dreamcatcher,YOU AND I,194,779107
"Hatsune (CV: Ohashi Ayaka), Shiori (CV: Koshimizu Ami)",Smiley Contrast,170,967502
Omaru Polka,Envy Baby,171,1411972
angela,Otome no Route wa Hitotsu Janai! (TV Size),192,1161770
Keanu Bicol,i won't run,171,1743942
Okui Masami,Good-bye crisis (Short Ver.),178,25817
Silver Forest,"Soukuu ni Mae, Sumizome no Sakura",150,12504
Nekomata Master,Far east nightbird (kors k Remix),175,144171
yuikonnu,Kakushigoto,200,436177
fhana,tiny lamp (TV-size),179,392758
Faylan,Dead END,183,43864
Denkishiki Karen Ongaku Shuudan,Gareki no Yume,160,462267
MitiS,Elements of Thought (Original Mix),174,165973
Pierce The Veil,May These Noises Startle You In Your Sleep Tonight,130,175173
Aimer with chelly (EGOIST),ninelie (REDSHiFT x Vesuvia remix),178,476695
BUTAOTOME,Roppun no Ichi,174,1537925
Capital Inicial,Natasha (Acoustic Ver.),150.01,44748
sajou no hana,Aoarashi no Ato de (TV Size),194,1347448
89ers,Go Go Go Go! (Radio Edit) (Nightcore & Cut Ver.),168.8,1775229
DJ THT meets Scarlet,Live 2 Dance (Nightcore Mix),177.1,79363
Porter Robinson & Madeon,Shelter (happy30 Remix),200,527621
HyuN,White Aura,200,996898
BTS,Boy In Luv,83,529064
KOTOKO,Ao-iconoclast,145,8203
Rita,dorchadas,120,580215
Jennifer Karr,My Life As A Teenage Robot (TV Size),171,1428641
BESTie,Excuse Me,200,423925
ZUN,Toono Gensou Monogatari,141,12463
Yasuda Rei,Passcode 4854 (TV Size),140,1494410
Aoi Eir,IGNITE,171,209170
Kanzaki Elza starring ReoNa,Dancer in the Discord,204,1109271
Rita,Life goes on.,170,646336
Kano,Itte.,180,1181420
Ceui,Souai Calendula (TV Size),134,661578
Rise Against,Prayer of the Refugee,196,11090
Loki,With Fire and Sword (2013),180,963872
Utatsuki Kaori,Shining Stars Bless (TV Size),130,59083
Jenny And The Mexicats,Labios,196,534813
Saint Snow,DROPOUT!?,182,1115534
Ryu* Vs. Sota,Go Beyond!!,200,19705
"Mao, Ruli, Kyoko, Shiori from STARRY PLANET*",Bloomy * Smile,177,1681701
Owl City,Fireflies,90,10550
Clifton David Broadbridge,Metal Masters Theme (TV Size),185,2192115
eufonius,Reflectia (Full Ver.),124,12818
Shawn Wasabi,Marble Soda,168,313718
R2beat,Kischer Marsch,135,4772
EXiNA,DiViNE (TV Size),203,1502283
Eve,Bokura no (TV Size),183,1918788
Afilia Saga,Never say Never,185,274511
Silentroom,Nhelv,174.58,917915
Utsu-P,Imperfect Animals,170,1377324
Takayan,Be Alright,90,1476172
OxT,Clattanoia (TV Size),190,1476842
Kawada Mami,All In Good Time,156,40246
EARPHONES,Arakajime Ushinawareta Bokura no Ballad,198,810537
NicoNico Chorus,Rolling Girl,195,16458
Bloodhound Gang,Mope,112,2188
Halozy,Snow Changes to a Beat Again,131,352351
Camellia,ill intelligence,175,675642
TrySail,Honto da yo,175,785235
Uchida Aya & Kubo Yurika,"Kokuhaku Biyori, desu!",172,227994
A3ders!,Act! Addict! Actors! (TV Size),172,1111424
KISIDA KYODAN & THE AKEBOSI ROCKETS,Strike The Blood (TV Size),208,406897
"25-ji, Night Code de.",IDSMILE,170.85,1449491
AKINO from bless4,MIIRO (TV Size),195,993307
majiko,Sarishinohara,135,669138
Shawn Wasabi + YDG,Burnt Rice (feat. YUNG GEMMY),160,866401
laura les,Haunted,169.4,1682143
Demetori,Shoujo Satori ~ Innumerable Eyes,190,288656
senya,Iro wa Nioedo Chirinuru o,138,467315
Iguchi Yuka,HELLO to DREAM (TV Size),160,1035447
Machico,Korekara (TV Size),162,805618
Hatsune Miku,Clover Club,150,22020
Parov Stelar,Catgroove,128,144955
Katakiri Rekka,TSUBASA -Game size-,180.5,193832
IOSYS,CAMELLIA! ~Dangerous Camellia Vacation~,180,18879
Three feat. Kagamine Len,Ego Rock,225,972812
Futaba Rio (CV: Tanezaki Atsumi),Fukashigi no Karte (TV Size),96,878352
Rika (CV: Tamura Yukari) & Satoko (CV: Kanai Mika) & Hanyuu (CV: Horie Yui),Happy! Lucky! Dochy! (TV Size),235,1594964
Xiao Qiong (CV: KSP),Xia Yi Zhan. Yu Ni,136,344228
Capcom Sound Team,Chill Man,149.98,19350
USAO,Blows Up Everything,215,1029446
Outsider,Like A Man,180,666566
miwa,Update (TV Size),170,833053
Marika,quantum jump,130,127135
Gabry Ponte,De Musica Tonante,137,6799
M2U,Masquerade,128,1233837
Savage Garden,I Want You,106.5,4548
S.S.H.,Intersect Thunderbolt,250,43027
EGOIST,The Everlasting Guilty Crown (TV Size),172,48069
nano,Happy Ending Simulator,178,155767
Poppin'Party,Cherry Bomb,190,975062
Saratoga(CV: Sumire Uesaka),Souzetsu Gekkou,180,722797
Ito Kanako,Fatima (TV Size),179,898005
Tamura Yukari,MERRY MERRY MERRY MENU... Ne!,180,162675
POSHLAYA MOLLY,LOL,160,883276
AliA,Kakurenbo,180,1466465
Hatsune Miku,Romeo and Cinderella,170,21954
Sougetsu Eli,Aoi Chou,182,986329
Mahito Yokota,White Snow,138,221167
Marshmello,Alone,142,649264
PUP,Dark Days,235,1158124
Rita,Dream Walker,175,315299
DAISHI DANCE,Take me hand feat. Cecile Corbel,128,1159464
Eru,Pure Furies ~ Whereabouts of the Heart,220,2165606
yanaginagi,Satoudama no Tsuki (TV Size),99,815868
Zektbach,Apocalypse ~dirge of swans~,170,8987
Hirano Aya,OPEN THE GATE,128,35338
Kagura Mea,Amanojaku,170,1180061
Doomsday,SigmaGlider,210,2138030
Black Eyed Peas,I Gotta Feeling,128,12668
Porter Robinson,Get your Wish,95,1129167
Misawa Sachika,Links (TV Size),149,108702
Omoi,Snow Drive,224,323522
Silver Forest,PORUTA ~ gaisuto no himatsubushi,116,9534
Ayane,FaV -F*** and Vanguard-,190,494460
Barbarian On The Groove feat. Chata,Guruppo (Short Ver.),180,30101
Seo Taiji,Ultramania,166,507
Kousaka Honoka (CV: Nitta Emi),Snow halation (HONOKA Mix),173,982344
Ryokuoushoku Shakai,Shout Baby (TV Size),180,1173392
ReoNa,ANIMA,193,1219288
iconoclasm,Votum stellarum -forest #25 DDR RMX-,140,23437
Aoi Shouta,BAD END (TV Size),176,1189904
Fujii Kaze,Matsuri,97,1902232
Ice Nine Kills,IT Is The End,186,1061532
A.SAKA,Nanatsu Issenzakura,172,513731
Mary,Artificial Rose,175,99434
Falcom Sound Team J.D.K.,Genesis Beyond the Beginning,164,4951
Lady Gaga,Judas,131,47887
Lia,"My Soul, Your Beats! (TV Size)",145,50567
Nogizaka46,Yubi Bouenkyou,180,1164077
Kry.exe feat. Ice,Last Wish,240,2039804
Katy Perry,Part Of Me (Whippa Hardstyle Remix),170,2178003
Aimer,Ref:rain,78,986808
Ceui,"Ima, Arukidasu Kimi e.",87,887442
senya,Youyoumu no Gotoku (Autobahn Remix),160,440980
Miyuki Hashimoto,Glossy:MMM,175,130446
Wang Rui,Tao Hua Xiao,160,1087774
THE ORAL CIGARETTES,Amy,182,943829
LazuLight,Diamond City Lights,182,1469822
Neru,Ningen Shikkaku,192,86983
PUP,My Life Is Over And I Couldn't Be Happier,171.95,1177043
Troupe Record,Babylonia,164,53438
Luna,Toki to Uta,178,1807736
TUYU,Daemonisch,200,1443294
DJ Genericname,Dango Dango Daikazoku (Drum and Bass Remix),178,196813
KOTOKO,Presto,118,142433
mona (CV: Natsukawa Shiina),No.1,144,1090518
Imagine Dragons,Believer,125,1112670
Otome Shintou,Mousou Koukan Nikki (TV Size),152,83504
Orihime Yozora,brave genesis (Short Ver.),142,57043
07th Expansion,Eiji Kuinbii,153,38235
NicoNico Chorus & Hatsune Miku,Melt,170,18310
TRUE,Another colony (TV Size),169,1386045
Mewhan,Etude (TV Size),226,977397
Wiklund,The Digital Force,160,11153
Infinite Stratos Cast,SUPER STREAM (TV Size),180,26326
fripSide,flower of bravery (TV Size),152,12910
An Cafe,Kakusei Heroism ~The Hero Without A Name~,156,6335
oesterreich,Munou (TV Size),168,1118528
Mami Kawada,sense,168,258721
Chris Da House & DJ Sledge Hammer,Believe (Nightcore Mix),171.14,40216
A-One feat. Shihori,Bamboo Dance,156,2075280
Minami,illuminate,100,558963
Buono!,Lotta Love!,176,8859
Shichikage,Darling in the Night,188,1955618
Ben Briggs,Why Are We Yelling,140,952380
Taylor Swift,Wildest Dreams,140,433614
Duca,Ashita Tenki ni Naare (Short Ver.),169,53158
TUYU,Doro no Bunzai de Watashi dake no Taisetsu o Ubaouda nante,225,1242733
Kurosaki Maon,X-encounter (TV Size),138.01,125533
tomspicy,fieryrage accordion (hardcore remix),182,1516867
Trey Parker,Gay Fish,173.04,6526
Ray,ebb and flow (TV Size),106.1,141232
CELLON.,Labyrinth of Darkness,202,778383
Lia/Aoi Tada/Kawada Mami/Shimamiya Eiko/KOTOKO/Utatsuki Kaori/Chata/Rita/LiSA,Orpheus ~Kimi to Kanaderu Ashita e no Uta~,78,580478
SawanoHiroyuki[nZk]:mizuki,A/Z (TV size),110,218200
Saito Yuki,Kanashimi yo Konnichiwa (TV Size),141.43,1296646
Sound TeMP,Seal The Love,140,3750
Finntroll,Trollhammaren,189.98,1329
kessoku band,Seishun Complex,190,1919942
Mili,Paper Bouquet,212,1767138
SawanoHiroyuki[nZk]:Tielle & Gemie,gravityWall (TV Size),117,882209
Kisumi Reika,SPARKLE JOURNEY,180,1612829
Kotoha,CH4NGE,115,1782023
UNDEAD CORPORATION,Embraced by the Flame,215,1151004
Suzuyu,My Dear My Fave,177,1669921
rionos,Viator,64,846302
Falcom Sound Team jdk,GENS D'ARMES,264,1371169
Yousei Teikoku,Asgard,260,27712
Himeringo,Idola no Circus,181,903106
Yu-Peng Chen @HOYO-MiX,Preserver of Fortune,104,1732461
Starset,Satellite (Cut Ver.),154,565031
ClariS,Hitorigoto -TV MIX-,165,602861
Sakakibara Yui,Scarlet,175,51230
Suzaki Aya,Neguse (TV Size),137,73334
Ramin Djawadi,Main Titles (TV Size),130,1835043
Hanatan,Jishou Mushoku,120,167000
NUMBER 201 feat. rhu,hollow (Short Ver.),108,11162
Yuna (CV: Kanda Sayaka),Break Beat Bark!,188,878387
Kiyono Yasuno,Rocket Beat,172,761889
Gen Hoshino,Comedy (TV Size),88,1737561
Seto no Hanayome Cast,Tenshi Ranman Love Power (TV Size),160,23917
Ogura Yui,Zutto Futari de,153,920826
Groove Coverage,God Is a Girl (Radio Edit),142,83430
SawanoHiroyuki[nZk]:mizuki,CRY,87,1179172
Go Ichinose,Team Plasma Appears!,185,35966
Rammstein,Los,124,235551
Getty vs. DJ DiA,Fox4-Raize-,200,482552
Lia,Bravely You (TV Size),150,334239
Jenny Rom,The Game of Love,172.35,10333
Pokemon,Pokerap,117,511
YA-KYIM,BAKUROCK ~Mirai no Rinkakusen~,176,23647
Nico Nico Douga,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),200,5807
nora2r,B.B.K.K.B.K.K.,170,1372554
Tsumiki feat. Hatsune Miku,culture,172,2148982
Tarnya,Petit-Copter,142,1700228
JUNNA,Here,72,760100
"Hello, Happy World!",Goka! Gokai!? Phantom Thief!,215,708445
MIOYAMAZAKI,Negaigoto,200,1408685
Luck Life,Kawaranai Sora (TV-version),200,505277
Amatsuki,Kimi Dake wa.,175,919884
Haruka to Miyuki,17 Sai (TV Size),134,877030
Suzuki Konomi,Theater of Life (TV Size),198,1225615
Imaginary Shame Daimajin 50,BOCCHI ROCK,204,1906151
amazarashi,Kyoukaisen (TV Size),187,1598060
Nekomata Master feat. Misawa Aki,chrono diver -fragment-,185,372200
Yooh,Dynasty -da capo-,189,730517
NeLiME,CODE NAME : ZERO,200,148238
Hatsune Miku,"No,39",282,34097
Sasaki Sayaka,Kiss no Hitotsu de short,175,228678
Smooth J,"Haru yo, Koi",95,295880
Petit Rabbit's,Tenkuu Cafeteria (TV Size),154,1229067
Rise Against,Drones,209.25,309607
Silent Siren,Soukai Rock,200,437797
Kicco,Hoshi no Youni Naritai,175,128450
Denkare,Elder Things (Short Ver.),170,50400
Within Temptation,The Unforgiving,200,29157
Nico Nico Chorus,Leia,190,38484
Fujiwara Chika (CV: Kohara Konomi),Chikatto Chika Chika (TV Size),178,920901
Delta Heavy & MUZZ,Higher Ground (feat. Cammie Robinson) (Cut Ver.),175,1434419
Pastel*Palettes,Shuwarin*Drea~ming,176,785222
Fuchigami Mai,Watashi no Housekibako,151,125954
Shiori Mikami,"Watashi, Shuyaku no Akaza Akari Desu (Short Ver.)",190,48072
Saki: Achiga-hen Cast,SquarePanicSerenade,179,50708
Lady Gaga,Bad Romance,119,1937953
ELEMENTAS feat. Nana Takahashi,Drive my Life,167,820192
SayMaxWell,Build Our Machine [Remix] feat. Triforcefilms,140,1002784
Parry Gripp,There's A Cat Licking Your Birthday Cake,110,1607656
Maon Kurosaki,Gravitation (TV Size),200,1953907
DWB feat. NIRGILIS,SHINY SHINY (TV Size),126,30973
Aiobahn,INTERNET ANGEL,160,2009205
Kazami Gakuen Shinbunbu,Sakura Happy Innovation (TV Size),162,124051
Ariana Grande,God is a woman,145,1153008
Skillet,Hero,142,1224099
ZAQ,Alteration,160,1038233
AiRI,Eternity (Short Ver.),145,41949
NICO Touches the Walls,Diver (TV Size),149,1210277
Red Velvet,Ice Cream Cake,86,494284
MOMOLAND,BBoom BBoom,126,784632
Sayuri,Mikazuki,126,481703
kors k,smooooch,177,119359
Lily,Chloe,125,20201
Riryka,Tenshi no Hane to Crystal,132,1080600
HyuN,Tokyo's Starlight,156,891712
Kicco,Kokoro Hare (Short Ver.),135,55318
July,Cold Winter,88,324512
Tatsh,reunion,184,24523
Ailee,I Will Show You,130,85732
Trial & Error,DREAMING COLOR (Short ver.),176,752435
Aqua Timez,Alones,95.17,7634
P!nk,Raise Your Glass,122,30845
ChouCho,Elemental World (TV Size),128,554978
Chata,see-saw!! (Short Ver.),200,33741
Whiteberry,Summer Festival,141.05,88
ESTi,SIN THE LAST SCENE,200,13860
bbno$ x diamond pistols,help herself (with BENEE),168,1455907
Yuuki Aoi,Platinum,164,83118
Unlucky Morpheus,Phantom Blood,270,885158
PinkPantheress,Attracted To You,114.23,1542006
Kagamine Len,IkeLenka,180,22455
ZUN,Love-coloured Master Spark,169,6030
Silentroom,Primatrix,150,1247457
DUSTCELL,Anemone,136,1247651
"Shikishima Ritsu (CV: Sawashiro Chiharu), Satake Shogo (CV: Takeuchi Shunsuke)",Paradigm Box (TV Size),183,867301
GARNiDELiA,ambiguous (TV Size ver.),178,645817
"Satono Diamond (CV: Tachibana Hina), Kitasan Black (CV: Yano Hinaki)",Ambitious World (PV Size),180,1762728
Sasaki Sayaka,Will of Adamant,198,1794173
Robbie Wyckoff,Kuzco Academy (TV Size),140,1838667
KYUHYUN,At Gwanghwamun,68,513268
Toyama Nao,Gunjou Infinity,185,1125470
Hello Sleepwalkers,Goya no Machiawase,189,2149387
the peggies,Stand By Me,171,1318619
"Oh, Be Clever",Next To You (Elephante Remix),125,574216
yuikonnu,Yume Chizu,176,467337
Hana,Sakura no Uta,180,376552
i*Ris,Ultimate*MAGIC (TV Size),190,965596
0 K,Avontuure,210,1635006
Mediks,Outbreak,172,527082
Susumu Hirasawa,CHEVRON,120,29440
Rise Against,Whereabouts Unknown,183,327188
DJ TOTTO feat. *spiLa*,illumina,187,880513
Levela & Dub Zero,Overdrive,175,585794
Sota Fujimori,WOBBLE IMPACT,190,166337
6pcmeal,The Real Big Chungus,104.5,2048186
Ito Kanako,Glass no Kutsu,154,585681
Flanger Moose,Brain Implosion Energy Drink (feat. Kasane Teto),109,2136811
No:R,JuDGMENT/SHADoW ~T06481T0~,180,1067036
Helblinde,Ritsuen!!,175.31,17670
Earth Star Dream,Yumeiro Toridori Parade,138,438957
namapann,Desire Drive,160,42946
Hyadain,Chocobo,170,4392
Ito Kashitaro,Setsuna Plus,155,1204361
Ohashi Ayaka,Daisuki.,138,1122530
Saegusa Akina,Kokoronashi,84,1712947
DJ Mars,Lemon Tree,142.57,8229
Shota Kageyama,Jitensha,158,1743283
Jin,Yobanashi Deceive,260,80104
Mamemi,-Rayrain-,180,27212
The Flashbulb,Dead On The 4th Of July,125,347882
Aoi Eir,Kodou (TV Size),184,1522877
Taylor Swift,Last Christmas (Cut Ver.),116,1648050
Yuuna Kamishiro,Shrill False,155,20005
Justimusfilms,Heiluvat Kassit,130,45341
Hanasaka Yui (CV: M.A.O),Harumachi Clover (Redside Bootleg),142,1898722
Kawada Mami,masterpiece (TV Size),167,35526
Mili,Vulnerability,166,1971788
Ikimono Gakari,Joyful,159,24551
hapi,Golden Sun,180,26943
Hien Ryuubu,Kung-fu Empire,177,26093
Groove Coverage,God is a Girl,142,9284
SENEZ,Misplaced Shadow,150,115729
supercell,Kimi no Shiranai Monogatari (TV Size),165,11086
Akiyama Uni,Kaoru Juyouka,138,397764
Brandy,Cross Time !!,160,973162
THE ORAL CIGARETTES,ReI,186,982104
Yamazaki Erii,Last Promise (TV Size),172,989761
ONE OK ROCK,Kanzen Kankaku Dreamer,190.02,940222
Streetlight Manifesto,The Blonde Lead The Blind,276,376545
Conagusuri,Hypno Apple!!,137,25356
Meguro Shoji,How much?,112,1208396
HoneyWorks,Watashi no Tenshi feat. Narumi Sena (CV: Amamiya Sora),168,1086772
Zips,Heisei Sayonara Bye Bye,260,971417
Kondo Koji,Isle Delfino,139.87,1203997
fripSide,a little christmas time,100,533603
bilbordy,ischezayu (Lieless FRENCHCORE BOOTLEG),200,2224674
Melissa Garber,Material Girl,145,1685
DAOKO,Samishii Kamisama,128,1050382
BlackY vs. Yooh,HAVOX,210,823616
"Hitomi Sato, Junichi Masuda",Battle! Gym Leader,180,6066
nano.RIPE,Real World,196,59269
ARM x Komso feat. Nanahira,Onegai! Kon kon Oinarisama,175,1254015
Mitchel Musso & Doc Shaw,Top of The World (TV Size),125,1815827
CIDER GIRL,Cinderella (TV Size),130,1678143
sak respect for Arata Iiyoshi,Reason of being,190,640558
Primary,STRUGGLES,200,1144550
Pastel*Palettes,Fantastic future,172,936166
Lucky Star Cast,Hamatte Sabotte Oh My Ga! (Short Ver.),169.97,2164
Goblins from Mars,Enough,185,787129
EGOIST,Eiyuu Unmei no Uta (TV Edit),177,637050
nanobii,HYPERDRIVE,174,883505
Tamura Yukari,Himitsu no Door kara Ai ni Kite (TV Size),184,141664
Mago de Oz,Hasta que el cuerpo aguante,191.91,4572
Pendulum,Watercolour,174,109751
TK from Ling tosite sigure,unravel (TV Size),135,1266431
Spira Spica,Sansan Days (TV Size),180,1731386
natsuP feat. VanaN'Ice,Scattered Cherry Blossoms ~Elegant~,150,142614
mafumafu,Sacrifice (TV Size),192,1564631
Hatsune Miku,Kusaregedou to Chocolate,260,25248
Chiaki Ishikawa,Uninstall,122.5,15311
"Hanako (CV: Hina Kino), Olivia (CV: Rika Nagae), Kasumi (CV: Konomi Kohara)",Three Piece (TV Size),163,828856
Takagi-san (CV: Takahashi Rie),AM11:00 (TV Size),98,1373851
ARForest,Qesia,195,1279020
Sufjan Stevens,Mystery of Love,108,1166024
SPYAIR,Sakura Mitsutsuki (TV Size),179,933863
Wada Kouji,Target ~Akai Shougeki~ (TV Size),160,4353
Kuroneko Dungeon,Lilieze to Enryuu Laevateinn,200,326608
Tapimiru,Hakkensha wa Watashi (TV Size),175,829331
orangentle / Yu_Asahina,HAELEQUIN (Extended ver.),172,567261
Halozy,Kanshou no Matenrou,183,339400
Aimer,Sailing,74,1624155
PassCode,STARRY SKY,185,1199549
Sota Fujimori,Move That Body -Extended Mix-,196,220220
Horie Yui,sugar sweet nightmare,166,850415
Skrillex,Kyoto (feat. Sirah),87.5,55226
Chino (CV: Minase Inori),Mahou Shoujo Chino,170,759331
Leah Kate,Twinkle Twinkle (Sped Up & Cut Ver.),176,1901049
IRyS,Caesura of Despair,174,1603327
"Yamaguchi Rikako, Asakura Momo, Taneda Risa, Suwa Ayaka, Natsukawa Shiina",UNION!!,172,812370
Jun Kuroda,Natsukaze to Kimi no Egao,174,1342680
YUIKAORI,Ring Ring Rainbow!! (TV size),181,330887
nao,Pastel Chime (Short Ver.),180,25379
MIMI,Kuu ni Naru,166,1676605
Halozy,Kagami,130,1517924
"Aoi (CV: Iguchi Yuka), Hinata (CV: Asumi Kana)",Irochigai no Tsubasa (TV Size),87,1097180
Bring Me The Horizon,Chelsea Smile,200,9823
sasakure.UK,SeventH-HeaveN feat. Hatsune Miku,180,234919
Matrix & Futurebound,Magnetic Eyes (feat. Baby Blue),174,189756
Okui Masami,FISSION (Short Ver.),173,82203
Miyano Mamoru,"Sugar, Sugar",135,967807
Juanes,La Camisa Negra,97,1184848
SUPER BEAVER,Rashisa,168,248087
Kraster,Remember History (Short Ver.),140,22115
Hanatan,Kuroneko,70,242220
Kamishiro Ami with TRIAL,MASAKASA PARADISE (Short Ver.),165,41967
ChouCho,Million of Bravery,160,84597
Itowokashi,Aoi Honoo (TV Size),136,1128882
Konfuz,Kayf ty poymala (Cut Ver.),174,1351339
Nana Takahashi & 709sec.,The World is All my loving,140,24017
Draw The Emotional,Sad Spring,184,71738
Tamura Yukari feat. motsu from m.o.v.e,You & Me,160,67093
Blank Banshee,B:/ Infinite Login,90,618938
Linkin Park,Guilty All The Same (feat. Rakim),200,342472
L'Arc~en~Ciel,DAYBREAK'S BELL,156.24,19681
Ayane,Angelic Bright,148,14291
Haru,Voyage 1969 (Instrumental),117,7034
HOYO-MiX,If I Can Stop One Heart From Breaking,160,2136372
Kano,Houkago Stride,225,1118779
Duca,Dreamer,166,730660
Hirano Aya,Bouken Desho Desho (TV Size),150,6400
Kuraki Mai,Kaze no Lalala -TV on air version-,129,169410
Alestorm,Shipwrecked,210,1850895
Zektbach,Turii ~Panta Rhei~,148,27169
oesterreich,Munou,168,742570
Pierce The Veil,She Sings In The Morning,180,425053
Mizuki Nana,FEARLESS HERO (TV Size),175,786603
JIN,Additional Memory,200,1521890
Tonight Alive,Little Lion Man,260,451311
Kishida Kyoudan & The Akeboshi Rockets,Rewriter,186,34376
Tune Up! vs. ItaloBrothers,Colours of the Rainbow (Nightcore Mix),175,208123
