m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,ar,accuracy,cs,drain
64,4641915,0,206.32,2399,[4K] Hyper,2193529,73,3.77501,5414,18953,477590,5,8.2,4,7.6
64,4373549,0,232.08,1909,[4K] Nicknem's Insane,2019474,120,4.14887,2556,17992,478777,5,7.8,4,8
64,3917646,0,251.33,1412,[4K] Maxim's Insane,1899136,212,4.12269,12365,31798,464910,5,8,4,8
0,4284906,0,241.78,1592,[4K] Ska's n no. .,2051835,109,4.89496,2989,21914,474649,7,8,4,8
64,5202026,0,240.26,1592,[4K] Co11AB SToRM,2399839,419,4.01793,10113,8238,488441,5,7.5,4,7.5
0,4738133,0,239.3,1704,[4K] grey,2232150,218,5.06255,821,9386,487309,5,8,4,8
0,2623573,0,231.46,1909,[4K] Amaranth,1046589,301,4.79646,1634,39572,457120,5,8,4,8
0,5440122,0,150.11,3210,[4K] afterimage,2462093,356,4.24834,738,4991,491747,5,7.5,4,8
0,4184221,0,298.3,1050,[7K] Extreme,2010834,105,6.19757,1083,20300,476425,5,8,7,8
64,4551324,0,272.4,1294,[4K] Insane,2006856,204,4.24154,4817,20124,476553,9.4,7.3,4,8
64,3821977,0,306.56,913,[4K] Booting,861860,316,4.60154,5295,32583,464099,5,7.8,4,8.5
64,1017984,0,342.03,612,[4K] Another,476589,118,4.13826,28555,85742,410935,5,8,4,9
64,579709,0,312.84,917,"[4K] Burst!ng ""Fried Rice""",252357,107,4.3536,35817,91472,405206,5,9,4,9.5
64,4026664,0,380.98,516,[7K] Salmon,1946260,139,5.13995,2632,26597,470080,5,8,7,8
64,5045924,0,288.62,1106,[4K] Insane,2346444,143,4.19761,4170,10789,485914,5,8,4,8
64,4530422,0,323.25,766,[4K] Insane,2150376,179,4.17533,17627,19334,477234,5,8.5,4,8.5
256,5124134,0,326.52,778,[7K] Extreme,2373117,169,7.30906,513,2723,493858,5,8.5,7,8
64,5352809,0,306.07,913,[4K] Dissolving into the Whisper,2450998,205,4.14198,2692,5170,491508,5,8,4,8
64,959334,0,308.24,913,MEGA's 7K Fascination,409152,100,4.83264,6462,74665,422032,5,8.5,7,8.5
64,4717391,0,344.62,647,[4K] Ephemeral Journey,2224325,143,4.80643,3652,11620,485080,5,8,4,8.5
64,5252737,0,292.6,1101,[4K] CS' Promised Light,2407387,208,4.51556,886,5492,491227,5,7.5,4,8
0,3572590,0,241.8,1592,[4K] Drago's Oscillation,1606431,134,5.00774,4727,34150,462533,9,7.7,4,8.7
0,4798732,0,249.34,1583,[4K] Extra,2246375,185,4.90463,1916,14718,481971,5,7.3,4,7.8
0,4887879,0,240.7,1592,[4K] Tragedia,2234576,290,4.7853,1653,14728,481960,5,8.5,4,8.5
0,4493294,0,194.81,2448,[4K] Fracture,2135401,267,4.61993,2628,18967,477736,5,8,4,8
0,5198703,0,199.75,2289,"[4K] In a garden of blooming lilacs,",2398759,212,4.48302,904,9579,487100,5,8,4,9
0,2553292,0,188.55,2516,[4K] Passion,1227902,135,4.33808,2881,29706,466958,5,8,4,9
0,5385841,0,154.65,3002,[4K] elexire's Phosphorescent,2259021,158,4.14854,682,4400,492282,5,8,4,8
0,5615405,0,144.96,3140,[4K] Ca2Al3(SiO4)(Si2O7)O(OH),2537599,220,3.9819,1960,2854,493883,5,7.8,4,7.8
0,4261163,0,141.21,2972,[4K] aqua's Another,2032982,141,3.93141,2767,18952,477784,5,7.4,4,8
0,4605006,0,135.15,3279,[4K] The Knight and The Witch,2180088,215,3.68031,3899,17959,478884,5,8,4,8
0,856278,0,34.06,6108,[7K] Avalon x Kuo Kyoka's Hyper,374277,114,2.88785,26024,88519,408158,5,7.5,7,7
0,4175147,0,29.51,6108,[7K] Another,1850929,120,3.2178,2200,13642,483053,5,7.3,7,7.4
0,2396650,0,26.21,6108,7K // Hyper,1147783,88,3.08824,2628,23213,473504,5,7.5,7,7.5
64,3264540,0,326.53,778,[4K] Dreamlike,1598479,237,3.92246,15067,35777,460900,5,8,4,8
64,1875137,0,303.45,998,[4K] Leni's Another,897547,135,4.10847,77121,62623,434125,5,8.5,4,8.5
0,4567110,0,146.86,3140,[4K] Cherry Blossom,2160080,216,3.94113,1508,15896,480782,5,8,4,8
0,4374377,0,86.98,5815,[4K] You stay by my side,2087530,195,3.16223,2734,19663,477015,5,8,4,8
64,1288526,0,313.81,917,[4K] Avalon's OVERDRIVE,563569,111,4.51599,5114,10396,486300,5,8.2,4,8.4
64,2187924,0,313.63,917,[4K] #be_happy,1046607,135,4.7089,11636,36882,459799,5,8.7,4,9.2
0,2195339,0,318.33,859,[7K] Ascension,1050417,421,5.79254,1409,44947,452304,5,8,7,8
64,695196,0,335.71,685,[7K] IN-dex,311202,89,4.43163,13166,97955,398724,5,7,7,8
64,2267846,0,281.99,1219,[7K] Collab Another,1060064,147,4.74967,14148,57171,439568,5,8,7,8
64,3382830,0,285.74,1106,"[7K] I Hope One Day, You'll Be Reunited",1657361,344,4.36759,4284,38637,458047,5,8.5,7,8.5
64,5435516,0,317.5,859,[4K] Insane,2476427,176,4.25514,6913,5953,490726,5,8,4,8
64,4077266,0,315.2,859,[4K] Sakura,1601762,294,4.2621,1350,28481,468200,5,7.2,4,8
64,3679235,0,303.18,998,[4K] Ambivalence,1795028,250,4.1747,1111,33046,463656,5,8,4,8
256,3584123,0,328.57,778,[6K] We Are Active Guys!!!,1751794,223,7.35887,1323,26548,470141,5,7.5,6,8.3
64,3833764,0,326.11,778,[4K] HEAVENLY,1864043,109,4.52076,19525,32092,464585,5,8.5,4,8.5
64,2657141,0,383.29,516,[4K] lml,1279157,251,4.51647,4677,40628,456060,5,8.5,4,8.5
64,1932873,0,328.41,778,[4K] EXHAUST,925317,110,4.55638,45524,50961,445640,5,8.5,4,8.5
64,668856,0,310.81,917,[4K] EXHAUST,298006,119,4.5518,177073,97085,399636,5,8,4,8
64,603737,0,345.95,647,[4K] EXHAUST,264749,119,4.53758,61464,100244,396432,5,8,4,8
64,3451446,0,399.28,430,[4K] Dreamin' Attraction!!,1688958,151,5.01733,7616,27754,469014,5,8.5,4,8.5
64,4119684,0,314,917,[4K] Insane // Okakoro Yororeihi!,1983552,241,4.38279,8885,28398,468475,5,8.5,4,8.5
64,4876932,0,311.42,917,[4K] Bond,2286192,294,4.39838,704,13501,483175,5,8,4,8
64,4007147,0,298.62,1050,[6K] Hidden's EXPERT,1927752,151,4.30496,8478,29013,467547,5,7.5,6,7.8
64,2651268,0,321.57,766,[4K] Hypnotized,1276059,163,4.59866,7778,26992,469694,5,8.5,4,8.8
64,5660073,0,385.27,543,[4K] Could you find the Truth?,2551391,337,4.69371,979,1908,494854,5,8,4,8
64,4206374,0,332.29,845,[4K] Colorful Decease,2019845,296,4.45821,1265,26976,469702,5,7.9,4,8.1
64,4424787,0,308.93,913,[4K] HARD STYLE PUNCH!!,2108331,278,5.20921,2999,21039,475647,5,7.2,4,8
64,1487432,0,337.15,685,[4K] Lunatic,703004,1580,4.40233,8934,34403,462278,5,8.5,4,8.5
64,437946,0,316.19,859,[4K] Phantasm Stage,165924,1078,4.16003,31015,87556,409160,5,8.5,4,8.5
64,927963,0,303.52,998,[4K] Lunatic,430151,98,4.0534,122263,82732,413987,10,8.5,4,8.5
64,4514601,0,275.01,1245,[4K] O,2144164,157,3.9247,37286,21176,475501,5,8.5,4,9.1
0,5614321,0,284.18,1219,[4K] Resonance // Extra,2537170,137,5.61397,534,2128,494555,5,7.5,4,8
0,3989134,0,227.35,1780,[4K] UVB-76,1931038,264,5.14719,4223,30307,466232,5,6,4,8.8
0,4663392,0,201.21,2289,[4K] 'u',2203245,336,4.9702,2202,13273,483477,5,7.4,4,8.2
0,3031881,0,213.25,2041,[4K] YABAI,1477789,129,4.87859,11421,40027,456652,10,7,4,8
0,4885393,0,218.29,2035,[4K] extra,2124747,105,4.61123,3229,12153,484417,5,8.6,4,8.6
64,2567829,0,285.82,1106,[4K] Ahoy!,1229122,102,4.08071,35652,40088,456589,5,8.5,4,8
64,1129050,0,130.08,3619,[4K] Hard,532917,80,3.14433,122292,70422,426255,5,8,4,7.5
64,1230077,0,358.42,610,[4K] coeur brise,581065,224,4.75559,5265,21155,475524,5,8.7,4,8.7
64,5045016,0,368.4,536,[4K] Time Paradox,2346082,202,4.80007,914,11509,485173,5,7.9,4,7.7
64,4943038,0,266.47,1305,[4K] Insane,2310596,201,3.99042,12584,12700,483986,5,8,4,8
256,4964416,0,287.6,1106,[7K] Say My Name,2318030,181,7.48365,1985,12701,483979,5,7,7,8
256,5095487,0,329.13,778,[7K] Fragments,2363522,187,7.58693,741,9438,487241,5,8,7,7.5
64,2944388,0,302.97,998,[4K] Extra,1313433,127,4.4408,14638,31705,464939,5,8.1,4,8.4
64,2571378,0,314.56,859,[4K] Insane,1044193,114,4.07547,37076,51990,444614,9,8,4,8
64,4493952,0,300.48,998,[4K] Another,2120472,205,4.30615,21699,19474,477209,5,7.4,4,8.4
64,4247330,0,281.52,1219,[4K] It's Showtime!,2036645,61,4.59529,7282,19951,476766,5,8.7,4,8.8
64,2530425,0,252.28,1412,[4K] Chicken's Future,1112619,121,4.04119,87265,42846,453791,5,8,4,8
64,568156,0,279.14,1245,[4K] Ichi x Shana's INFINITE Lv.16,242484,113,4.59569,127888,100309,396367,5,8,4,8.5
64,3067111,0,286.38,1106,[4K] MAXIMUM,1492017,117,3.75805,18087,40079,456541,5,8,4,8
64,3234090,0,279.59,1219,[4K] ANOTHER,1580868,116,3.90241,48356,41235,455466,5,7.8,4,8
64,2024768,0,300.16,998,[4K] Chicken V's MAXIMUM,957330,117,4.15158,46779,52307,444376,5,8,4,8
0,2351412,0,238.59,1704,[4K] mafia (extra),1125388,256,5.1953,7115,49260,447416,5,6.9,4,8.3
64,1253572,0,212.01,2041,[4K] WHITE HARD,592476,116,3.96339,48635,47047,449645,5,8,4,8
0,4844562,0,233.53,1909,[4K] phonetic,2273948,151,5.01106,2773,12168,484571,5,7,4,8.5
0,4737179,0,192.75,2260,[4K] Expert,2206847,139,4.70509,1109,6365,490312,5,7.5,4,8
64,4485276,0,249.47,1583,[4K] Astronomy Lunatic,2132288,187,3.7602,9365,20454,476223,5,8.5,4,8.5
64,5225469,0,256.29,1462,[4K] MUZ's Insane,2400282,95,4.18474,16310,7685,488889,5,7.8,4,7.8
64,735817,0,393.64,410,[4K] Another Lv.12,332338,118,4.62871,47503,96744,399957,5,8,4,8
64,2232464,0,311.27,917,[4K] MAXIMUM,1066161,108,4.69854,41208,52502,444034,5,8.2,4,8.2
64,3551214,0,354.39,620,[4K] Gahyeonln's Destiny,1722017,90,4.11276,7317,36438,460243,5,8,4,8.5
64,3903043,0,276.94,1245,[4K] Affection,1894015,141,3.9519,9487,27483,469332,5,8.5,4,8.5
64,4617700,0,369.27,536,[4K] Grand Harmony,2184597,261,4.84028,4278,17433,479244,5,8,4,8
64,5359207,0,404.94,474,[4K] EXTRA,2452954,134,5.02951,4914,4344,492352,5,9,4,9
64,5174305,0,410.44,425,[4K] Reincarnation,2390428,318,4.73268,2234,9854,486868,5,8,4,8
64,4841232,0,252.8,1412,[4K] Insane,2230124,123,3.8147,2070,14873,481804,5,8,4,8
64,3033383,0,331.45,845,[4K] Insane,1476222,176,4.28197,21423,34324,462362,5,8.5,4,8.5
64,936047,0,317.22,859,[4K] EXHAUST,434405,116,4.55954,67854,88954,407760,5,8,4,8
64,1632187,0,331,845,[7K] K-ON!!,776845,89,5.6548,6957,70962,425746,10,7.5,7,8.5
64,1344171,0,296.1,1050,[4K] CHOCOLAT'e,633309,192,4.3295,32247,63115,433574,5,8,4,8.5
0,196931,0,236.98,1704,[7K] Extra,65759,251,5.51873,5488,107500,386783,5,8,7,9
64,2084314,0,136.41,3279,[9K] Black Another,996443,97,4.66947,855,61493,435236,5,8.5,9,8.5
0,31334,0,135.04,3279,Insane,7224,123,5.0364,39375,107500,345980,8,8,5,5
0,58062,0,83,5619,JUMP,15920,179,5.37431,77415,107500,354066,8,8,4,5
0,27384,0,78.03,6601,Rhythm Adept,5696,80,3.42382,52032,107499,346643,7,7,5,6
64,153246,0,74.67,6601,Extended,21678,361,3.85559,38625,107500,372632,8,7,4,7
0,28025,0,71.7,5478,Lunatic,4316,108,4.87871,17716,107500,346600,7,7,5,6
0,169002,0,69.76,5478,Insane,55775,146,4.98796,38502,107499,375892,8,7,4,6
0,106491,0,68.76,6185,Lunatic,32574,165,5.44125,107835,107499,372461,9,8,4,6
0,67621,0,63.37,6108,_loliplus+,17154,129,4.11575,34629,107500,360909,8,7,4,7
0,280200,0,58.99,6252,7K LV.15,106740,105,2.59974,33781,107500,382612,5,7,7,8
0,259258,0,58.45,6252,[7K] Hard,96796,110,2.60887,21505,107500,382009,5,7,7,7
0,156585,0,52.88,6108,D.N.Angel,50949,91,5.59535,23190,107500,372919,9,8,5,7
0,109076,0,49.6,6108,Vicho's Hard,32738,87,3.45105,56698,107499,365667,7,6,4,5
0,257526,0,43.02,6108,7K HD,81109,109,2.28575,17702,107500,380752,8,8,7,6
0,254027,0,34.47,6108,Luka's Theory,94351,287,2.56453,93409,107499,382374,8,7,4,7
0,720561,0,13.27,6108,Shana's 7K Lv.10,324288,110,2.17727,95344,95169,401640,5,7,7,7
0,4264140,0,0,6108,[7K] Carpihat's Easy,2043241,151,1.57745,1149,22508,474157,5,6.5,7,6.6
0,2848322,0,0,6108,[7K] Normal // Treble,1378380,225,1.73143,3252,39472,458450,5,7.1,7,7.3
0,4599960,0,0,6108,7K // Easy,2178089,135,1.41575,641,17625,479056,5,7,7,7
256,5619660,0,317.89,859,[4K] Genesis: ~Endgame Expedition~,2539101,396,7.34178,938,1611,495067,5,7.5,4,8.3
64,4176076,0,346.88,647,l43yrnt's 7K Hope,1942556,269,4.86662,1273,27310,469301,5,7.5,7,8.2
0,5718634,0,284.25,1219,[4K] Cathartic Degradation,2569825,274,5.6792,432,1654,495029,5,7.5,4,8
256,2056739,0,304.79,913,[7K] BBB!!!,982816,308,7.68743,1700,38191,458486,5,8,7,8
64,5281619,0,289.69,1101,[4K] Phantom of a Boundless Possibility. // Insane,2426199,99,4.01696,19378,7959,488711,5,8.5,4,8
64,3085971,0,369.51,512,[4K] Andre's Catchy Adventure!!,1506614,114,4.79656,8759,33334,463303,5,8.4,4,8.8
64,3690636,0,212.3,2041,[4K] Absolute Zero,1800224,374,4.58621,7376,27443,469167,5,7,4,8
64,4639253,0,210.68,2041,[9K] Another,2193006,37,4.14763,972,18421,478278,5,8,9,8
64,3668212,0,243.38,1592,[4K] ALEXA's MASTER,1787103,127,4.28264,27560,32815,463863,5,8,4,8
64,4175234,0,172.23,2687,[4K] PLUT'S HARD,2007310,97,2.99786,19323,25714,470965,5,7.5,4,7.5
0,280922,0,11.89,6108,Yuno's 7K SHD,105186,41,2.38982,14941,106942,390017,8,9,7,8
0,1385216,0,11.81,6108,Light Hard,649373,29,2.96669,121473,78259,418565,6,5,3.7,4
0,75070,0,10.44,6108,Hard,16489,129,2.70286,494560,107499,360575,5,5,4,5
0,2160333,0,0,6108,[4K] Cocoa's Hard,1027900,195,3.21477,34090,38482,458197,5,7.7,4,7.7
0,5311064,0,242.16,1592,[7K] Another,2435019,322,5.34741,429,832,495765,5,7.5,7,7.2
0,5035526,0,242.83,1592,[7K] Leggendaria,2287668,119,4.95686,1086,11273,485405,5,8,7,8.3
0,5394516,0,177.73,2516,[7K] NoName's Another,2464556,136,4.11584,888,4511,492060,5,7.9,7,7.9
64,3295442,0,318.28,859,[4K] 3y3s,1614162,225,4.15031,3690,41837,454824,5,8,4,8
64,4184086,0,276.64,1245,[4K] = w =,2010778,367,4.57614,2905,26434,470247,5,7.5,4,8
256,3651709,0,291.97,1101,[7K] Fortunate,1711883,375,7.6662,652,35643,461034,5,8,7,8.5
64,2740046,0,279.72,1219,[7K] kaythen's Insane,1191497,141,4.69842,17538,49872,446820,5,7.6,7,8.2
64,5361755,0,323.86,766,[4K] Emotional Outbreak // Extra,2453821,186,4.36926,1127,6563,490114,5,8.2,4,8.6
64,5039088,0,340.78,612,[4K] KiSS,2344107,86,4.36594,6876,10906,485771,5,8.2,4,8.5
64,4648562,0,307.7,913,[4K] It's MyGO!!!!!,2196828,190,4.17771,2841,11403,485274,9.3,8,4,8
0,3555448,0,241.3,1592,[4K] Dive,1739590,284,4.87418,1322,28934,467754,5,8,4,8
64,4855704,0,229.45,1780,[4K] Hyper,2043161,169,3.65027,26114,13295,483282,5,8,4,7.5
64,5058069,0,243.22,1592,[4K] X,2349092,120,3.62802,3561,7330,489347,5,8,4,8
0,5266470,0,233.07,1909,[4K] (UwU) | Extra,2420913,182,5.19051,1012,7031,489656,5,7,4,8.5
0,5733609,0,145.5,3140,[4K] Override | Another,2574711,141,3.81807,891,1198,495482,5,8.2,4,8.2
0,3120316,0,83.99,5619,Regret,1525052,228,6.35441,11755,42029,454648,9.3,8.9,4,5.9
64,5687360,0,281.1,1219,[4K] intro,2559426,34,4.25266,3806,1011,495687,5,8,4,8
0,5508519,0,260.55,1316,[4K] The Echoes of Memoria,2502887,324,5.26226,375,3491,493186,5,7.7,4,8
0,5594666,0,208.85,2399,[4K] Imaginary Dream,2531080,219,4.79137,537,2528,494156,5,7,4,8
0,5102539,0,169.14,2647,"[4K] Take my hand, and we will fly away together.",2366018,234,4.39816,444,2548,494266,5,7.3,4,8
0,5252633,0,162.31,2574,[4K] ~~,2416350,209,4.29707,394,2510,494171,5,7.5,4,8
0,5261256,0,166.66,2647,[4K] Where do ghosts go? Where do you go?,2419237,256,4.56548,321,2653,494036,5,8,4,9
0,5036665,0,153.73,3210,[4K] Guise's Another,2329176,113,4.08686,955,2488,494271,5,7.8,4,7.8
0,5233887,0,134.91,3279,[4K] XingRen's Extra,2400881,170,4.37333,450,2143,494533,5,8,4,8
0,5233888,0,144.63,3140,[4K] Expert,2400881,170,4.24238,886,2143,494533,5,7.8,4,7.8
0,4994457,0,133.93,3619,[4K] Another,2329176,112,4.28177,1002,2488,494271,5,8,4,8
0,4875158,0,124.66,3000,[4K] MEMORY,2285483,234,4.0452,1295,8857,487830,5,7.7,4,9
0,5689865,0,61.54,6108,[4K] Insane,2560261,84,2.88955,555,2095,494582,5,8,4,8
64,4589588,0,390.57,410,[4K] Extra,2173999,131,4.65825,2064,15345,481351,5,8,4,8
64,4708632,0,288.32,1106,[4K] Scenery,2221093,262,4.458,3675,15281,481539,5,8,4,8
64,5142315,0,302.85,998,[4K] Recollection,2379595,247,4.36561,1914,7233,489432,5,7.8,4,8
64,4807998,0,315.13,859,"[4K] Spring, Summer, Autumn and Winter",2259286,82,4.17026,7026,12808,483927,5,8.5,4,8.5
64,3790605,0,324.62,778,[4K] Insane,1845310,82,4.39789,6999,32222,464455,5,8,4,8
64,1182318,0,301.15,998,[7K] insane,454793,238,4.46948,6102,65441,431238,8.5,8.5,7,8.5
64,828154,0,331.29,845,Split Insane,153887,84,4.68267,76242,93866,402819,9,6,3,6
64,1424660,0,308.14,913,Extra,397764,84,5.74762,9603,68565,428135,9,8,6,5.5
64,384381,0,312.49,917,7K Burst! 'Cruel Shower',156937,66,4.25331,9529,105466,391279,5,8,7,8.5
64,1148050,0,360.86,596,[4K] Re:Start,531425,140,5.32812,56223,84375,412322,5,9,4,9
64,3227929,0,345.35,647,[4K] EXTRAMANIA,1580868,116,5.29029,32464,41235,455466,5,8.3,4,8.5
64,4125601,0,319.09,859,[4K] Love It With You,1986125,175,5.08298,2695,27702,468976,5,8.1,4,8.1
0,4072878,0,305.03,913,[4K] Divergence,1964319,116,5.69476,1900,26663,470035,5,6.5,4,9
64,3471147,0,302.84,998,[4K] FAMoss' Insane,1698761,127,4.37495,28665,38389,458306,5,8,4,8
64,3053057,0,311.88,917,[4K] Insane,1489335,142,4.37397,7115,31259,465905,9.6,7.7,4,8
64,3417919,0,350.5,620,[4K] Love,1673284,132,4.36872,10356,38081,458602,5,8,4,8.5
64,1016103,0,268.39,1305,[4K] MX,475591,173,3.92071,25105,81222,415878,5,8.3,4,8
64,3441361,0,249.42,1583,[4K] Insane,1683972,100,3.82549,33068,37591,458953,5,7.8,4,7.8
64,2007200,0,250.91,1412,[4K] EXTREME,860089,120,3.61218,17190,62742,434043,5,8,4,8
0,5280576,0,208.95,2399,[4K] Deluge,2425812,174,4.76663,840,4168,492555,5,8,4,8
0,2276180,0,192.57,2260,[4K] Automated Sacrifice,1088609,247,4.73277,1643,34253,462429,5,8.7,4,9
64,3571372,0,221.87,1956,[4K] Blooming,1722578,218,3.79866,6415,35938,460746,5,7.6,4,8
0,3467536,0,236.12,1704,[4K] Hallucinate,1435861,413,5.05584,3306,39189,457492,5,8.1,4,8.3
2,770127,0,190.59,2260,[4K] GRAVITY,349208,126,7.01847,163903,89597,407125,5,9,4,9
64,1940608,0,176.53,2516,[4K] Grimoire for Spells,929143,282,4.17177,30294,63455,433309,5,7.2,4,9
64,4912075,0,340.18,612,[4K] R-Trigger's Ci Jiu Ying Xin,2298930,193,4.97914,703,13853,482797,5,7.5,4,7.5
0,2699283,0,10.02,6108,Easy,1048705,128,2.07508,129972,49969,446709,4,3,2,3
64,4091820,0,6.41,6108,Easy,1971987,137,1.77368,367179,22681,474001,3,2,2.7,2
0,1660975,0,5.92,6108,Niva's Easy,791798,115,1.69803,528930,65422,431281,4,3,3.1,3
0,1650969,0,0,6108,Normal,786498,202,2.53182,276003,70376,426336,5,4,3.5,4
64,5343789,0,392.46,410,[4K] Clear skies after rain,2447773,232,4.62706,3792,7231,489460,5,7.7,4,8.8
64,3725044,0,338.82,685,[4K] Never Ending,1815791,203,4.23534,16365,34421,462256,5,8,4,8
64,3296128,0,309.82,917,[4K] Infinity Maze Circle,1614473,248,4.85055,4206,30053,466993,5,7.5,4,8.5
64,559713,0,304.21,998,[4K] EXHAUST Lv.14,242484,113,4.22772,178103,100309,396367,5,8,4,8
256,2435811,0,327.33,778,[7K] Fake,1122944,374,8.03791,1782,55059,441618,5,8,7,8.3
256,5120065,0,307.31,913,[4K] LOCKED INSIDE DARKNESS,2372053,267,7.00817,2129,9672,486861,5,8.5,4,8.5
0,4210811,0,296.33,1050,[4K] Thorned Crown,2021898,354,5.38888,1933,23055,473627,5,8.5,4,8.5
64,5239679,0,284.73,1106,[4K] Stella,2412637,210,3.91038,4537,9259,487418,5,7.9,4,8.2
64,946821,0,232.29,1909,[4K] MEGA's Insane,440001,86,3.70152,94319,87690,408991,5,8.5,4,8.5
256,5211310,0,394.36,410,[5K] Quantum Entanglement,2402868,229,7.63023,195,6370,490172,5,7,5,8
0,5389866,0,356.34,610,[5K] Extra,2463154,157,5.75488,211,4652,492056,5,8.5,5,8.5
64,5415032,0,342.76,612,[5K] Despair,2471644,205,4.3037,185,4429,492398,5,7.5,5,8
64,4968739,0,338.95,685,[4K] Eternity,2319545,80,4.33335,4671,6051,490635,5,8.5,4,8.5
64,2974903,0,343.22,612,[4K] Endless Horizon,1446439,272,4.4561,980,4229,492510,9.3,8,4,8
64,5059726,0,317.69,859,[4K] The Cure,2351212,147,5.29904,682,1697,494978,5,8,4,8.4
64,5442353,0,307.01,913,[4K] Insane // System Break,2480686,218,4.17055,1858,4184,492500,5,8.5,4,8.5
64,5548039,0,306.22,913,[4K] Harikitte Ikou! // Expert,2515787,146,3.92194,3696,3503,493173,5,8,4,8.5
64,2640990,0,306.76,913,[4K] Poke's Insane,1008060,236,4.28463,38575,46580,450097,5,7.8,4,7.8
64,3214895,0,352.26,620,[4K] Insane,872940,128,4.15773,4395,36672,460034,5,8,4,8
64,4121550,0,448.06,393,[4K] Expert,1921544,38,4.54963,3608,20310,476367,5,8.5,4,8
64,5328624,0,424.26,388,[4K] Smokydoh & Omni's Insane,2436740,163,4.31583,3422,6544,490133,5,8,4,8
64,2413265,0,404.12,466,Fortissimo,1156409,43,6.06413,8034,51656,445055,9.4,9,3.7,5
64,4750575,0,325.97,778,[7K] TA x2,2235645,50,4.19112,3434,15506,481042,5,7.5,7,8
64,3966279,0,281.47,1219,[4K] Insane,1921544,38,3.71119,5627,20310,476367,5,8,4,8
64,1627148,0,218.43,2035,Endless Fear,765778,38,6.09775,2110662,72846,423748,9.5,9.4,4,5.2
256,4855959,0,194.43,2260,[4K] Boink Boink,2278354,91,6.21969,2042,3756,493216,5,9,4,8.5
64,3193535,0,250.1,1412,[4K] VICTORY,1563853,150,4.06534,34651,42649,454029,5,8.5,4,8.5
64,3407706,0,304.48,998,[4K] Sparkling Memories,1668655,243,4.2413,4992,36871,459817,5,8,4,8
64,1710681,0,284.97,1106,[4K] Sanzu,815683,459,4.30228,8368,37918,458808,5,8,4,8
64,3684270,0,259.78,1316,[4K] Ainer's Trinity,1511008,113,4.20327,11828,36253,460427,5,8,4,8.5
64,2300069,0,278.28,1245,[4K] Greget,1100913,216,4.29506,11033,39016,457662,5,8,4,8
256,4853621,0,296.62,1050,[4K] Astronomical,2277451,259,7.02397,5622,14652,482026,5,7.6,4,8
64,4428877,0,375.03,530,[7K] Insane,2109975,142,4.37134,2831,19074,477725,5,8.2,7,8.2
64,655579,0,273.44,1294,[7K] Another,248504,141,4.13339,38249,100470,396208,5,8,7,8
64,1138994,0,207.91,2399,UJ's 7K Insane,537499,35,4.00917,15966,73587,423090,5,9,7,8.5
64,3652345,0,256.16,1462,[7K] Wilben_Chan's Sweet Love,1783418,182,4.1538,3453,34158,462524,5,7,7,7
64,783759,0,295.28,1050,[7K] Rumi's Extra,337127,98,4.48069,14323,91901,404789,5,8.6,7,8
64,799473,0,286.43,1106,7K Insane,364159,83,4.21297,22750,91676,405013,5,8,7,8
64,326507,0,273.94,1294,[7K] Shi-Ra x Rumi SHD,129127,81,4.52701,21175,107500,385575,1,8,7,8
0,4926960,0,269.09,1305,[7K] Forthrightness,2304762,229,5.31801,1059,14145,482533,5,7,7,8
256,2220863,0,210.31,2041,[7K] New Palettes,974689,469,7.22648,12069,56749,439816,5,7.5,7,9
0,4641657,0,196.83,2448,7K Fragments,2194050,282,5.07147,1609,18561,477998,0,8,7,8
64,985048,0,134.5,3279,[7K] Reba's ADVANCED,453953,118,3.57405,38979,71822,424899,5,7.5,7,7.5
256,2396280,0,308,913,[4K] All That is Unholy,1147599,238,7.13405,949,10614,485920,5,9.5,4,8
64,767640,0,270.08,1294,4K Another,347890,112,4.07733,174998,95093,401662,5,9,4,8
0,4037379,0,222.9,1956,[7K] Expert,1950064,51,5.12241,3076,27395,469262,5,7.5,7,8
0,3275673,0,259.25,1462,[7K] Another,1604029,113,5.2342,2387,38558,458120,5,8,7,8.3
0,3180331,0,171.52,2687,[7K] Nyannn,1556811,44,4.63102,6206,41339,455398,5,8.3,7,8.5
0,2995051,0,217.83,2035,Veil of the Night // ExNeko's 7K,1455731,282,4.89718,3396,33042,463660,5,8.5,7,9
64,5777213,0,499.1,271,[4K] Melancholy,2589471,250,5.07352,367,165,496473,5,8,4,8
64,4012736,0,316.95,859,[4K] light expert,1933724,122,4.49025,9665,29406,467270,5,8,4,8
0,3859259,0,216.81,2035,[4K] Meowy's Whereabouts,1873157,89,4.86062,8271,33303,463375,5,8,4,8.5
64,3543977,0,356.47,610,[4K] Distressed,1733928,255,4.36838,5610,36780,459941,5,8.5,4,8.5
64,752775,0,326.31,778,4K Another,340297,101,4.5555,23837,95627,401057,5,8.5,4,8.5
64,1929300,0,296.54,1050,[4K] Wonki's EXHAUST,923851,115,4.36774,16068,27537,469141,5,8,4,8
64,3950498,0,303.75,998,[4K] Vexxxx's Insane,1914904,116,4.29489,9881,4695,492448,5,8,4,8
64,5559395,0,290.76,1101,Insane // G1NYA's 4K,2416343,142,4.17845,996,593,496086,5,7,4,7
0,3991385,0,159.7,2574,[6K] Future,1931978,143,4.69174,3160,28947,467637,5,8.2,6,8.4
