id,name,ppOld,ppNew,ppDiff,minuteUpdated
12403742,what about me,14379.8,13830.70,-169,29789844
21966174,NAYROK_,13825,13828.66,2119,29789845
9768274,Zralf,13997,13827.95,1225,29789845
11758404,nowaylife,15087.7,13824.92,-1832,29789842
7165477,Ryuzaki,14275.8,13822.53,-322,29789844
10704796,Kayrem,14330.6,13822.41,-583,29789844
16416081,Rinko Shirokane,14875.9,13821.84,-1731,29789843
16263219,[Eclipse],14101.9,13820.45,290,29789845
23886866,will smith,14375.5,13819.96,-1426,29789844
12309147,Mizeree,14665.7,13818.83,-846,29789843
5326197,Invoker,13828.3,13818.29,2909,29789845
14534809,Evie_,14452.4,13817.33,-441,29789844
17676662,paulthebest,14817.8,13817.01,-1306,29789843
6292501,Possu,14317.3,13815.29,96,29789844
1429071,LolForest,13829.1,13814.62,1363,29789845
11703792,CYREZ,14611.4,13812.71,-1026,29789843
4641332,HiyoYukino,14531,13808.60,420,29789843
4112304,FINGERLOCK,14488.6,13806.11,-562,29789843
15841970,ISh0wSpeed,14346,13805.51,264,29789844
18361419,Slimey26532,14366.6,13802.86,-24,29789844
7438459,ricoel,14504.4,13802.04,-821,29789843
9397144,[RyuTell],14138.5,13798.61,632,29789844
25511941,72X,14567.3,13797.29,-1501,29789843
23913323,werkzu,14405.7,13795.97,-779,29789844
10345787,obkatiekat,14425.1,13793.01,-230,29789844
11572692,Sun Tzu,14424.7,13790.33,-699,29789844
10398348,-Puyu,14139.8,13789.99,-277,29789844
22536015,shwq,14379.3,13789.21,-678,29789844
1460263,Pain,14514.9,13788.27,-165,29789843
4253615,zubs,14006.5,13784.20,1591,29789845
15525103,cr4shz1,14798.5,13782.21,-1834,29789843
11207004,tfge,13207.1,13781.88,5166,29789848
17281367,yes king,13929.4,13780.88,1583,29789845
6499896,Winkero,14899.7,13773.92,-1964,29789843
17917574,eddy,14331.8,13771.22,-477,29789844
15122186,apollothehybrid,14469,13771.08,-870,29789843
12110337,Binninja,14658.2,13768.89,-800,29789843
10794815,Nerimaki,14134.5,13765.32,1067,29789844
11661576,OldSecreT,14479.1,13764.81,-793,29789843
11759640,kontener,14352.1,13762.44,-699,29789844
10121815,Deeline,15022.7,13760.33,-1827,29789842
20549600,Speedy Gonzales,14446.7,13757.50,349,29789844
