id,name,ppOld,ppNew,ppDiff,minuteUpdated
23893178,goosey-,7693.02,7102.21,-154,28824064
11098225,Samigate,7733.13,7101.64,-509,28824063
2944558,Greenpacghost,7635.18,7101.54,388,28824065
11951522,Gonzatexpro3000,7686.19,7101.47,71,28824064
8350936,0523,7674.2,7100.58,54,28824064
25537640,ShiverX,7595.1,7100.53,556,28824065
25268609,IFrostyI,7611.03,7100.35,-84,28824065
24205248,Cookie_Man670,7685.75,7100.21,64,28824064
22639842,Imagination_,7517.42,7100.10,460,28824066
25115655,RAIDSICK,7529.55,7099.50,292,28824066
14747703,nhatdepzai01,7553.02,7099.43,295,28824066
26990828,CDO_wolf,7623.39,7099.39,530,28824065
19667365,Jo_schwaa,7670.19,7099.28,-187,28824064
19739344,Ephxu,7616.01,7099.20,174,28824065
2107017,DakkyChan,7673.68,7098.86,58,28824064
19194838,Panero,7768.24,7098.43,-301,28824063
34975796,FaIling_Ice,7619.09,7098.20,-152,28824065
10069439,jongyuan,7693,7097.98,239,28824064
32123685,ygz114514,7735.93,7097.95,-440,28824063
22059126,Foxide,7649.09,7097.42,-4,28824064
31538196,oooitsgrimmy,7572.8,7097.23,680,28824065
24301216,Crimsonighty,7700.39,7096.94,-92,28824064
25303185,Sloth0619,7750.69,7096.85,-17,28824063
15066844,chifu_,7709.54,7095.95,-73,28824064
23563157,im you,7688.73,7095.65,108,28824064
7963603,Gusteivo,7629.48,7095.24,-41,28824065
23233787,BORAbacji,7604.22,7095.17,286,28824065
10275799,Minorin_,7604.27,7095.03,71,28824065
4536941,BinarPilotXn-,7421.2,7094.74,851,28824068
26044198,RelaxNTakeNotes,7741.97,7094.27,-393,28824063
7758301,artslay,7585.41,7094.22,74,28824065
35746260,Esmaelperig25cm,7564.79,7093.74,-74,28824066
22912988,Fraise_Neko,7487.01,7093.69,1270,28824067
15200300,LaimeOsu,7488.69,7093.65,210,28824067
12542284,Ezeta10,7601.69,7093.62,240,28824065
2218066,Hellnote102,7390.39,7093.36,1208,28824068
20742027,Takanashii,7670.47,7092.20,-272,28824064
17592143,tuan1sss,7732.88,7091.69,-281,28824063
15655794,OwOdude,7763.17,7091.57,-288,28824063
35582698,ilearnedmyabc,7305.27,7091.53,1057,28824069
25268778,Kmmi,7715.82,7091.24,-3,28824064
30932239,chara6,7662.23,7091.22,171,28824064
31219160,wenamachiinsama,7350.37,7091.08,593,28824069
8021372,shorts,7706.89,7090.56,-108,28824064
14488460,ftft78,7679.95,7089.73,-141,28824064
23164401,paco alberto,7576.08,7089.66,-478,28824065
32813736,160_Fallen,7637.32,7089.55,3,28824065
26410937,GEAR_kei,7673.09,7089.27,17,28824064
20427987,_darxhazuu,7673.12,7089.13,-86,28824064
12074559,Hadoka,7712.98,7088.22,-183,28824064
11083067,Gobooo,7408.4,7088.03,1127,28824068
1653229,_Stan,7495.82,7087.95,730,28824067
18965522,Dkuya,7683.54,7087.92,253,28824064
28324693,Ryzz,7512.93,7087.79,444,28824066
16438489,Hirasawa Yu0,7712.92,7087.21,-62,28824064
24372837,MeltUpper,7470.95,7086.64,-303,28824067
2583455,stankill,7654.23,7086.58,541,28824064
12264918,El Milanga,7653.79,7086.35,265,28824064
23003949,Matiasm28,7684.39,7086.07,-199,28824064
9708368,JF7,7627.43,7085.88,331,28824065
35466588,dododoku,7635.08,7085.10,5,28824065
24804746,aposer,7804.85,7084.59,-524,28824063
28098046,[SCD] Juamongus,7306.24,7084.02,-291,28824069
24951899,iKyzher,7738.99,7083.68,-210,28824063
30974222,NamioYeager,7574.66,7083.52,-361,28824065
27550374,KysonSucks,7697.46,7083.20,32,28824064
26033306,Arikytona,7633.32,7083.16,40,28824065
17635207,noseplugged,7696.82,7082.90,-146,28824064
35393078,Porgi,7630.54,7082.78,-348,28824065
14630290,Rekhze1,7715.48,7082.76,-323,28824064
30786763,Eighteen233,7243.56,7082.58,1037,28824070
32824013,memo-player,7457.5,7082.47,-34,28824067
14266006,Isodimer,7676.31,7082.33,-317,28824064
26005490,An Shiraishi,7769.13,7082.17,-236,28824063
24295602,darkfenix1440,7749.41,7082.01,83,28824063
20646132,maigrume128,7246.02,7081.89,-38,28824070
1872307,Userbacker,7572.79,7081.49,298,28824065
13347683,Curtoh,7583.61,7080.91,270,28824065
16229396,Jiminho,7658.09,7080.59,233,28824064
31060859,saintFluxx,7528.58,7080.12,70,28824066
3572355,Redon,7412.85,7079.95,1234,28824068
18952322,wyntrishere,7714.65,7079.62,-197,28824064
20883184,YoBoyAugust,7735.87,7078.98,-314,28824063
9130704,Unorothox,7693.91,7078.81,-21,28824064
11292480,-]-,7717.34,7078.48,-391,28824064
30953633,typey,7643.9,7078.30,-249,28824065
8918254,nocks,7665.31,7078.20,40,28824064
10757288,Elwenes,7622.32,7078.01,425,28824065
5074557,Anticard99,7590.8,7077.27,385,28824065
20012243,Bugyellow,7550.2,7077.27,947,28824066
15594661,WAF1Yv2,7665.61,7077.23,-167,28824064
16841719,LoggieThePlayer,7721.9,7077.17,-321,28824063
14557835,Tyld,7631.27,7077.06,262,28824065
27493009,Merrg1n,7458.13,7076.61,457,28824067
18999153,Rror_exe,7626.7,7076.44,232,28824065
27068814,[SS] Azure,7699.67,7076.40,-285,28824064
4363028,DotZeix,7579.76,7075.59,663,28824065
16094956,ToyBonGaming,7688.97,7075.44,-91,28824064
16564308,dafterda,7483.95,7075.37,375,28824067
7148260,Rumina,7502.77,7075.17,98,28824066
16539982,diamoe,7665.12,7074.94,-216,28824064
16227483,Ayaayya,7562,7073.74,196,28824066
8122392,Alsty-,7516.31,7073.70,491,28824066
29508218,Enty_XD,7475.63,7073.42,1488,28824067
16729859,Akaunei,7508.07,7073.22,135,28824066
875341,_Shirayukihime_,7579.23,7073.11,373,28824065
23867908,exa_mobdoon,7589.95,7073.08,260,28824065
14814632,ade_maine,7256.78,7072.95,851,28824070
22413625,ResolvingDoom,7698.02,7072.61,-116,28824064
23309102,RLFG,7683.58,7072.37,-111,28824064
30041483,Keases,7453.22,7071.67,225,28824067
22559033,-TheCarlos-,7597.75,7071.66,466,28824065
11145533,glytony,7376.53,7071.50,-583,28824068
1891000,Kiryu_Coco_,7626.8,7071.08,-35,28824065
